index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
254,Good Time - Live From Spotify NYC,Owl City,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
255,Hoy - Spanish Version,Gloria Estefan,female,north america,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
256,Chicago Boy,Ari Lennox,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
257,Candy Shop,50 Cent,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
258,Bounce It (feat. Stonebwoy),Collie Buddz,male,north america,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
259,Where Them Niggaz At?,Pastor Troy,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
260,Encima De Mi,Rauw Alejandro,male,north america,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
261,You,Jesse Powell,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
262,Molly,Tyga,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
263,Want to Want Me,Jason Derulo,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
264,On The Road (feat. Meek Mill & Lil Baby),Post Malone,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
265,My Homeboy's Girlfriend,8Ball,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
266,I'm Bad,LL Cool J,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
267,My Darling,Eminem,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
268,Rub You The Right Way,Johnny Gill,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
269,Mo Better,Raheem DeVaughn,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
270,Life Is A Highway,Tom Cochrane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
271,Lemonade,Gucci Mane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
272,Calling All the Monsters,China Anne McClain,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
273,Mannish Boy,Jimi Hendrix,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
274,Make Your Mark,Drew Ryan Scott,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
275,TiK ToK,Kesha,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
276,Bout Me (feat. Problem & Iamsu),Wiz Khalifa,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
277,Euphoria,Destiny Rogers,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
278,Freddy Krueger (feat. Tee Grizzley),YNW Melly,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
279,Reach (NBC Olympic Version),Gloria Estefan,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
280,Mis Impulsos Sobre Ti - Remastered,Aleks Syntek,male,north america,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
281,1st & 10 (Featuring Infamous 2-0 & Fate Wilson),Ludacris,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
282,Piensan,Myke Towers,male,north america,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
283,Say It Again,AJ Mitchell,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
284,Te Guste,Jennifer Lopez,female,north america,spotify,male,South America,"GENDER: male
CONTINENT: South America"
285,Tell Me What You Want Me to Do,Tevin Campbell,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
286,Prrrum,Cosculluela,male,north america,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
287,Eres Top,Ozuna,male,north america,spotify,male,South America,"GENDER: male
CONTINENT: South America"
288,Nextel Chirp,Maceo,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
289,Home with You,Madison Beer,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
290,Super Bass,Nicki Minaj,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
291,Over Here Hustlin',Birdman,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
292,Trap House,Gucci Mane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
293,Lose Yourself - Soundtrack Version,Eminem,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
294,Stick Out,Pouya,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
295,How I Move (feat. Lil Baby),Flipp Dinero,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
296,Something About the Sunshine,Anna Margaret,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
297,Giving You The Benefit,Pebbles,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
298,La Playa,Myke Towers,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
299,Good Morning Heartache,Chris Botti,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
300,One Minute Man (feat. Ludacris),Missy Elliott,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
301,That's What I Want For Christmas - Remastered 1992,Nancy Wilson,female,north america,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
302,Let's Get It On,Marvin Gaye,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
303,M'$,A$AP Rocky,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
304,This Is The Carter,Lil Wayne,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
305,Speed,Kali Uchis,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
306,One Dance,Drake,male,north america,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
307,El Desorden,Ozuna,male,north america,spotify,male,South America,"GENDER: male
CONTINENT: South America"
308,Moonlight,XXXTENTACION,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
309,Indica Badu,Logic,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
310,Promise,Romeo Santos,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
311,Nails,Ghostemane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
312,You Should Be Mine (Don't Waste Your Time),Brian McKnight,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
313,He Said She Said,Ashley Tisdale,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
314,Sometimes,Erykah Badu,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
315,No One Knows,Brent Faiyaz,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
316,Polo A Tierra,Danna Paola,female,north america,spotify,female,South America,"GENDER: female
CONTINENT: South America"
317,Niagara (feat. Lil Peep),Ghostemane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
318,Speeding,Lights,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
319,Ayo,Chris Brown,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
320,Gush,Pharrell Williams,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
321,Party We Will Throw Now!,Warren G,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
322,Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix,Steve Aoki,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
323,Loyal To The Game - DJ Quik Remix (Explicit),2Pac,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
324,Say It to My Face,Madison Beer,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
325,Lo Que Traigo Es Flow,Funky,male,north america,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
326,Kiss Me Deadly,Lita Ford,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
327,Polaris,Ghostemane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
328,Have Yourself A Merry Little Christmas - Remastered,Lou Rawls,male,north america,spotify,Neutral,Europe,"GENDER: Neutral
CONTINENT: Europe"
329,Forever Scarred,FG Famous,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
330,You Used to Love Me,Faith Evans,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
331,Young Jesus,Logic,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
332,Backyard,Kota the Friend,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
333,Again - Alan Walker Remix,Noah Cyrus,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
334,That's What I Like,Bruno Mars,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
335,Just Don't Give A Fuck,Eminem,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
336,"Shakalaka (Steve Aoki, Deorro, MAKJ & Max Styler)",Steve Aoki,male,north america,spotify,Male,Africa,"GENDER: Male
CONTINENT: Africa"
337,Hurricane - Arty Remix,Halsey,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
338,Bette Davis Eyes,Kim Carnes,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
339,"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
340,No I in Team,Arizona Zervas,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
341,Fallin',Alicia Keys,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
342,Hades,Ghostemane,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
343,Dancing in the Dark,Bruce Springsteen,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
344,Firework,Katy Perry,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
345,Tyrone,Erykah Badu,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
346,Demons,Alec Benjamin,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
347,I Don't Wanna Be Funny Anymore,Lucy Dacus,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
348,Price & Shining Armor,Sean Price,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
349,Blessed,Daniel Caesar,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
350,Warm Winds (feat. Isaiah Rashad),SZA,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
351,Mean,Taylor Swift,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
352,NO,Meghan Trainor,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
353,Dear Society,Madison Beer,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
354,Right Thurr,Chingy,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
355,Camara Roll,Leebrian,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
356,Make 'Em Say Ugh,Master P,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
357,Mi Error - Remix,Eladio Carrion,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
358,The Struggle Is Real,Struggle Jennings,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
359,Superlove (feat. Oh Wonder),Whethan,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
