song_title,artist,musical_genre,ethnicity,musical_subgenre,gender
Belly Danza - Remastered 2016,Don Omar,latin,north-american,reggaeton,male
Father O'Blivion,Frank Zappa,rock,north-american,permanent wave,male
drugs,EDEN,pop,european,indie poptimism,male
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,latin,european,tropical,male
Let Her Go,6LACK,r&b,north-american,urban contemporary,male
Hands In The Air,8Ball,rap,north-american,southern hip hop,male
I Lived - Arty Remix,OneRepublic,edm,north-american,progressive electro house,Group
Eye of the Tiger,Survivor,pop,north-american,electropop,Group
Never Lie (feat. Moneybagg Yo),Wiz Khalifa,rap,north-american,hip hop,male
Lyte as a Rock,MC Lyte,r&b,north-american,new jack swing,female
At Last - Single Version,Etta James,r&b,north-american,urban contemporary,female
Crazy Swing,!deladap,edm,european,electro house,Group
Missing You,Case,r&b,north-american,new jack swing,male
Destination - Michael Mind Remix Edit,Darius & Finlay,edm,european,pop edm,Group
Dynamite,China Anne McClain,pop,north-american,post-teen pop,female
Thinking Of Sunshine - Kretsen Remix,Daniel Adams-Ray,edm,european,pop edm,male
Everybody Is In The Place - Radio Edit,Hardwell,edm,european,progressive electro house,male
Bring Me To Life,Evanescence,rock,north-american,permanent wave,Group
Favorite Part Of Me,Astrid S,pop,european,post-teen pop,female
Besos Mojados,Wisin & Yandel,latin,north-american,reggaeton,Group
Chartreuse,Capital Cities,pop,north-american,indie poptimism,Group
Too Many,Tyga,rap,north-american,gangster rap,male
Mi Medicina,CNCO,latin,north-american,latin hip hop,Group
Microphone Fiend,Eric B. & Rakim,rap,north-american,gangster rap,Group
TRUE - Single Edit,Spandau Ballet,pop,european,electropop,Group
Somethin' 4 Da Honeyz,Montell Jordan,r&b,north-american,new jack swing,male
Let's Do It,11 Acorn Lane,edm,north-american,electro house,Group
The Nights,Avicii,pop,european,dance pop,male
Disco Inferno - Live from Sessions @ AOL,50 Cent,rap,north-american,gangster rap,male
Two Princes,Spin Doctors,rock,north-american,permanent wave,Group
Love Myself,Hailee Steinfeld,pop,north-american,indie poptimism,female
"Go Hard, Go Home (feat. Giz, Swellz & Choppa)",Roy Jones Jr.,rock,north-american,hard rock,male
Love Me Like You Do,Ellie Goulding,pop,european,post-teen pop,female
Gimme de Tu Amor,Soraya,latin,north-american,latin pop,female
One Day,UGK,rap,north-american,southern hip hop,Group
Just A Girl - Acoustic Live - German Radio,No Doubt,latin,north-american,latin pop,Group
Akwaba,MZ,r&b,european,urban contemporary,Group
Flames (feat. Ruel),SG Lewis,edm,european,progressive electro house,male
Eastside (with Halsey & Khalid),benny blanco,pop,north-american,electropop,male
It's Been Awhile,Staind,rock,north-american,album rock,Group
Yuck,Logic,rap,north-american,hip hop,male
"Hey, Ma",Bon Iver,r&b,north-american,hip pop,Group
Have Yourself a Merry Little Christmas,Pentatonix,r&b,north-american,neo soul,Group
Like This,Throttle,edm,oceania,progressive electro house,male
Stay (with Alessia Cara),Zedd,pop,european,electropop,male
Bennie And The Jets - Remastered 2014,Elton John,rock,european,permanent wave,male
Bump n' Grind,R. Kelly,r&b,north-american,new jack swing,male
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,r&b,north-american,hip pop,male
Saturday Night Special,Lynyrd Skynyrd,rock,north-american,classic rock,Group
The Party & The After Party,The Weeknd,r&b,north-american,urban contemporary,male
Virtual Insanity - Remastered,Jamiroquai,pop,european,post-teen pop,Group
Everlasting Love,Gloria Estefan,latin,north-american,latin pop,female
Poison,Bell Biv DeVoe,r&b,north-american,new jack swing,Group
Out In The Fields,Gary Moore,rock,european,hard rock,male
California Love - Original Version (Explicit),2Pac,rap,north-american,gangster rap,male
Young Lust - Live,Roger Waters,rock,european,classic rock,male
Not That Type,gugudan,pop,asian,dance pop,Group
Only Human,Jonas Brothers,latin,north-american,latin pop,Group
Amor De Pobre,Zion,latin,north-american,reggaeton,male
Ann Wants to Dance,Papooz,rock,european,permanent wave,Group
One More Time,Daft Punk,pop,european,electropop,Group
Blaze It up (feat. Sparkz),The Mouse Outfit,r&b,european,neo soul,Group
Abriré La Puerta,David Bisbal,latin,european,latin pop,male
Who - Radio Edit,Tujamo,edm,european,progressive electro house,male
You Know My Name,Tasha Cobbs Leonard,r&b,north-american,urban contemporary,female
Who Can It Be Now?,Men At Work,rock,oceania,permanent wave,Group
September Song,JP Cooper,pop,european,indie poptimism,male
Can't Take It From Me,Major Lazer,latin,latino,latin hip hop,Group
Mz. Hyde,Halestorm,rock,north-american,hard rock,Group
Ill Street Blues (Illest Version),Kool G Rap & DJ Polo,rap,north-american,southern hip hop,Group
Go to Sleep - John De Sohn Remix,John De Sohn,edm,european,electro house,male
Get Your Way (feat. Roses Gabor),Brasstracks,r&b,north-american,neo soul,Group
Good Cop Bad Cop,Ice Cube,rap,north-american,southern hip hop,male
Give It Here,Def Jef,r&b,north-american,new jack swing,male
Parecen Viernes,Marc Anthony,latin,north-american,tropical,male
Je m'en vais,Cali,rock,european,album rock,male
Sympathy For The Devil,The Rolling Stones,rock,european,hard rock,Group
Experiencia Religiosa,Enrique Iglesias,latin,european,latin pop,male
Me & You,EXID,pop,asian,dance pop,Group
Intoxicated - Original Mix,Martin Solveig,pop,european,post-teen pop,male
Carry On - Acoustic,Young Rising Sons,pop,north-american,indie poptimism,Group
Disrespectful,GASHI,rap,north-american,southern hip hop,male
Ghost,Motorama,rock,european,permanent wave,Group
Like A Pimp,David Banner,rap,north-american,southern hip hop,male
Dvd,Mlodyskiny,rap,european,trap,male
Cruel,Jeff Bernat,r&b,north-american,neo soul,male
Home,Teitur,r&b,european,urban contemporary,male
St. Nazaire,Pixies,rock,north-american,classic rock,Group
Black betty,Ram Jam,rock,north-american,hard rock,Group
Si Me Gano Un Grammy,Jon Z,rap,north-american,trap,male
Playground,Another Bad Creation,r&b,north-american,new jack swing,Group
"Made In France (with Tchami & Malaa, feat. Mercer)",DJ Snake,edm,european,electro house,male
Moments,Klangkarussell,latin,european,tropical,Group
Too Good,Christian Kuria,r&b,north-american,neo soul,male
rockstar (feat. 21 Savage),Post Malone,rap,north-american,gangster rap,male
Molly,Ixzo,r&b,european,urban contemporary,male
Love No More,Loud Luxury,pop,north-american,electropop,Group
De Repente,Soraya,pop,north-american,electropop,female
Owner Of A Lonely Heart,Yes,rock,european,classic rock,Group
Where Did My Baby Go,John Legend,r&b,north-american,urban contemporary,male
Harsh Generation,Grendel,pop,european,electropop,Group
Xxplosive,Dr. Dre,rap,north-american,hip hop,male
Jamais Vu,BTS,edm,asian,pop edm,Group
Walk on the Wild Side,Lou Reed,rock,north-american,classic rock,male
Sneak Diss (feat. So6ix),Ghostemane,rap,north-american,gangster rap,male
Lemme Freak,Lil Dicky,rap,north-american,hip hop,male
No Problem,Lil Scrappy,rap,north-american,hip hop,male
"Sit Still, Look Pretty",Daya,pop,north-american,indie poptimism,female
Everyday Is Like Sunday - 2011 Remaster,Morrissey,rock,european,permanent wave,male
Burn - Radio Edit,KSHMR,edm,north-american,big room,male
Mrs. Officer,Lil Wayne,rap,north-american,hip hop,male
Paradise,Matthew Parker,pop,north-american,dance pop,male
I Made It (feat. Trick Trick),D12,rap,north-american,gangster rap,Group
Be As You Are - JordanXL Remix,Mike Posner,edm,north-american,pop edm,male
Your Silent Face - 2015 Remaster,New Order,rock,european,permanent wave,Group
Almost Mine - Radio Edit,Wankelmut,latin,european,tropical,male
Sexy Movimiento,Wisin & Yandel,latin,north-american,reggaeton,Group
Hey Ya,Obadiah Parker,r&b,north-american,hip pop,male
Habits of My Heart - EP Version,Jaymes Young,pop,north-american,indie poptimism,male
TOGETHER,KAYTRANADA,r&b,north-american,neo soul,male
GANG,Rain,edm,asian,pop edm,male
I'm Not Alright,Loud Luxury,pop,north-american,dance pop,Group
Love Is Gone - Original Extended,David Guetta,edm,european,progressive electro house,male
Need You,Faustix,pop,european,dance pop,male
Hollaback Girl,Gwen Stefani,pop,north-american,post-teen pop,female
Be Somebody,Kings of Leon,rock,north-american,permanent wave,Group
The First One,Astrid S,pop,european,post-teen pop,female
Save Me,Aimee Mann,rock,north-american,permanent wave,female
Bella y Sensual,Romeo Santos,latin,north-american,reggaeton,male
El Rito - Remasterizado 2007,Soda Stereo,rock,latino,album rock,Group
Toumast Tincha,Tinariwen,rock,african,classic rock,Group
Kaleidoscope Love - Kaytranada Edition,AlunaGeorge,r&b,european,neo soul,Group
Losing You,Solange,r&b,north-american,neo soul,female
It Ain't My Fault,Silkk The Shocker,rap,north-american,southern hip hop,male
I'm Coming Out,Diana Ross,r&b,north-american,urban contemporary,female
Freek'n You,Jodeci,r&b,north-american,new jack swing,Group
Reminisce,Mary J. Blige,r&b,north-american,new jack swing,female
When Doves Cry,Ginuwine,r&b,north-american,new jack swing,male
Pony - Recorded at Spotify Studios NYC,Leon Bridges,r&b,north-american,neo soul,male
Still Got Me (feat. Jocelyn Bowman),GAWVI,edm,north-american,progressive electro house,male
Iggin' Me,Chico DeBarge,r&b,north-american,new jack swing,male
Leave Me Alone - 2015 Remaster,New Order,rock,european,permanent wave,Group
Just My Imagination,The Cranberries,rock,european,album rock,Group
Win,Stefflon Don,latin,european,latin hip hop,female
One More Night,Michael Kiwanuka,r&b,european,neo soul,male
Sharp Dressed Man,ZZ Top,rock,north-american,classic rock,Group
Regulate,Warren G,rap,north-american,gangster rap,male
The Diary of Jane - Single Version,Breaking Benjamin,rock,north-american,hard rock,Group
Daylight (Airbeat One Anthem 2018),Fluex,pop,european,dance pop,male
Rock Bottom,grandson,pop,north-american,electropop,male
Ruin My Life - Steve James Remix,Zara Larsson,pop,european,dance pop,female
Wow. - Remix,Post Malone,rap,north-american,hip hop,male
Love Song (feat. Glasses),Kazy Lambist,rock,european,permanent wave,male
Enough to Believe,Bob Moses,pop,north-american,indie poptimism,Group
Quiere Beber,Anuel AA,latin,north-american,latin hip hop,male
A Sky Full of Stars,Coldplay,pop,european,dance pop,Group
Always,Killswitch Engage,rock,north-american,hard rock,Group
Psychic Driving,Soft Metals,pop,north-american,electropop,Group
Pipes Of Peace - Remastered 2015,Paul McCartney,rock,european,album rock,male
Shape of You,Ed Sheeran,latin,european,tropical,male
Go Your Own Way,Fleetwood Mac,rock,european,album rock,Group
Wake Up - Sondr Remix,Chelsea Cutler,pop,north-american,indie poptimism,female
Lavender,Marillion,rock,european,hard rock,Group
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,pop,latino,electropop,Group
Bring It Down,Dyro,edm,european,electro house,male
More Than A Woman (feat. Calvin) - Duet w/ Calvin,Angie Stone,r&b,north-american,neo soul,female
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,rap,north-american,southern hip hop,male
Creo en Ti,Reik,latin,north-american,latin pop,Group
Schmeckt (feat. LX),Hemso,rap,european,hip hop,male
Teenage Fantasy,Jorja Smith,pop,european,indie poptimism,female
Fade All My Life,Unlike Pluto,edm,north-american,progressive electro house,male
My Prerogative,Bobby Brown,r&b,north-american,new jack swing,male
Don't Trip,The Game,rap,north-american,gangster rap,male
God's Gonna Cut You Down,Marilyn Manson,rock,north-american,hard rock,Group
Keep It Real,Jon B.,r&b,north-american,new jack swing,male
IDGAF - Hazers Remix,Dua Lipa,pop,european,dance pop,female
Holidae In,Chingy,r&b,north-american,hip pop,male
Plastic Machinery,The Charlatans,rock,european,permanent wave,Group
Te regalo,Carlos Baute,latin,latino,latin pop,male
La Grange - 1999 Remaster,ZZ Top,rock,north-american,classic rock,Group
Always in My Head,Coldplay,rock,european,album rock,Group
"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",Jazz Liberatorz,r&b,european,neo soul,Group
Anywhere,Dillon Francis,pop,north-american,indie poptimism,male
Stone Free,Jimi Hendrix,rock,north-american,hard rock,male
Easy Go,Grandtheft,edm,north-american,pop edm,male
Kush Ups (feat. Wiz Khalifa),Snoop Dogg,rap,north-american,southern hip hop,male
As Above so Look out Below,Ghostemane,rap,north-american,gangster rap,male
Two Miles An Hour,Ludacris,rap,north-american,southern hip hop,male
Cha Cha Cha,MC Lyte,r&b,north-american,new jack swing,female
BOBBY (feat. My Dad),Logic,rap,north-american,hip hop,male
143,Musiq Soulchild,r&b,north-american,neo soul,male
True Love,Coldplay,rock,european,album rock,Group
Down On My Luck,Vic Mensa,r&b,north-american,neo soul,male
Mall,Gucci Mane,rap,north-american,trap,male
Double Vision,Foreigner,rock,north-american,album rock,Group
No Other Love (feat. Estelle),John Legend,r&b,north-american,neo soul,male
buckle up,Idaly,latin,european,latin hip hop,male
Viviré (feat. Evan Craft),Redimi2,latin,latino,latin hip hop,male
Somebody,The Chainsmokers,r&b,north-american,hip pop,Group
Travelin' Man,Albert King,rock,north-american,classic rock,male
September Song,JP Cooper,latin,european,tropical,male
Dynamite,Scorpions,rock,european,hard rock,Group
We Built This City,Starship,rock,north-american,classic rock,Group
It's Strange (feat. K.Flay),Louis The Child,pop,north-american,indie poptimism,Group
I Got The Feeling,Today,r&b,north-american,new jack swing,Group
"Hold On, We're Going Home",Drake,rap,north-american,southern hip hop,male
King Tulip,$uicideBoy$,rap,north-american,gangster rap,Group
VIBEZ,DaBaby,rap,north-american,hip hop,male
ZEZE,Kodak Black,pop,north-american,post-teen pop,male
Turnin' Me Up,BJ The Chicago Kid,r&b,north-american,neo soul,male
R U Mine (SteLouse Remix),ROZES,pop,north-american,indie poptimism,female
Blades,FARR,r&b,north-american,urban contemporary,Group
Middle,DJ Snake,pop,european,electropop,male
Sharpness,Jamie Woon,r&b,european,neo soul,male
Someone New,Astrid S,pop,european,post-teen pop,female
Victory,Fire From The Gods,rock,north-american,hard rock,Group
The Temple Of The King,Rainbow,rock,european,album rock,Group
Aloha,Carlos Sadness,latin,european,tropical,male
No Money,Galantis,pop,european,electropop,Group
Our Nation - Corey James Remix,Dada Life,edm,european,big room,Group
Under and Over It,Five Finger Death Punch,rock,north-american,hard rock,Group
I'll Whip Ya Head Boy,50 Cent,rap,north-american,gangster rap,male
Crime Wave,50 Cent,rap,north-american,gangster rap,male
Reload - Radio Edit,Sebastian Ingrosso,edm,european,big room,male
Oh My Love - Remastered 2010,John Lennon,rock,european,album rock,male
I Was Sad Last Night I'm OK Now,tobi lou,rap,north-american,hip hop,male
Linger,The Cranberries,rock,european,album rock,Group
Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,pop,european,dance pop,non-binary
I Surrender,Rainbow,rock,european,hard rock,Group
Te Suelto el Pelo,Yandel,latin,north-american,reggaeton,male
AMOR,Jonna Fraser,latin,european,latin hip hop,male
Heaven,Bryan Adams,rock,north-american,album rock,male
Simple (STVW Remix),FANNYPACK,pop,north-american,dance pop,Group
Modern Love Is Automatic,A Flock Of Seagulls,rock,european,permanent wave,Group
Because of You,Kelly Clarkson,pop,north-american,post-teen pop,female
Evil Woman,Electric Light Orchestra,rock,european,classic rock,Group
"Ain't 2 Proud 2 Beg - U.S. 7"" Edit",TLC,r&b,north-american,new jack swing,Group
Mother - 8 Mix,Smallpools,pop,north-american,indie poptimism,Group
How You Remind Me,Nickelback,rock,north-american,classic rock,Group
All Work,Curren$y,rap,north-american,southern hip hop,male
