artist,song_title,gender,ethnicity,lyrics_source,lyric_length,english_word_ratio,needs_translation
Yuna,Permission,Female,Asia,genius,186,0.9408866995073892,0
Geva Alon,Sunny Day,Male,Asia,genius,90,1.0,0
Teoman,Uykusuz Her Gece,Male,Asia,genius,165,0.4666666666666667,1
Siti Nurhaliza,Patah Hati,Female,Asia,genius,144,0.5971223021582733,1
Minmi,South Orange,Female,Asia,genius,220,0.5648148148148148,1
Lea Salonga,Only You,Female,Asia,genius,139,1.0,0
Geeta Dutt,Jaa Jaa Jaa Bewafa,Female,Asia,genius,131,1.0,0
Toni Gonzaga,I Love You So,Female,Asia,genius,284,0.9864864864864864,0
Hadise,Dum Tek Tek,Female,Asia,genius,310,0.9311377245508982,0
Lata Mangeshkar,Tere Bina Zindagi Se,Female,Asia,genius,234,0.0299145299145299,1
Crystal Kay,Honey Glue,Female,Asia,genius,79,0.2804878048780488,1
Chihiro,Love Song,Female,Asia,genius,126,0.6868131868131868,1
Volkan Konak,Kavga,Male,Asia,genius,156,0.358974358974359,1
Hande Yener,Bedenim Senin Oldu,Female,Asia,genius,215,0.413953488372093,1
Bonnie Pink,Do You Crash?,Female,Asia,genius,101,0.7523809523809524,1
Inoran,I Wish I Had Never Met You,Male,Asia,genius,146,0.0684931506849315,1
Azu,For You,Female,Asia,genius,72,0.4324324324324324,1
Noa,Space,Female,Asia,genius,93,1.0,0
Lia,Sky High,Female,Asia,genius,329,0.9498607242339832,0
Ebiet G. Ade,Masih Ada Waktu,Male,Asia,genius,284,0.3450704225352112,1
Ogie Alcasid,Kung Mawawala Ka,Male,Asia,genius,116,0.6048387096774194,1
Nina,Jealous,Female,Asia,genius,316,0.98050139275766,0
Geva Alon,Learn,Male,Asia,genius,114,1.0,0
Tomohisa Yamashita,Crazy You,Male,Asia,genius,77,0.240506329113924,1
Kahimi Karie,A Fantastic Moment,Female,Asia,genius,28,0.2758620689655172,1
Kahimi Karie,He Shoots The Sun,Female,Asia,genius,164,0.9824561403508772,0
Rie Fu,Life Is Like A Boat,Female,Asia,genius,235,0.8744769874476988,0
Crystal Kay,Help Me Out,Female,Asia,genius,139,0.7465753424657534,1
Nev,Bazen,Male,Asia,genius,102,0.3333333333333333,1
Gackt,Last Song,Male,Asia,genius,464,0.776595744680851,0
Geva Alon,That Grassy Hill Of Mine,Male,Asia,genius,245,0.9840637450199204,0
Ajda Pekkan,Gerisi Hikaye,Female,Asia,genius,58,0.4915254237288136,1
Crystal Kay,Missin' U Baby,Female,Asia,genius,139,0.5972222222222222,1
Sagopa Kajmer,Maskeli Balo,Male,Asia,genius,542,0.3953068592057762,1
Ceza,Med Cezir,Male,Asia,genius,595,0.3181818181818182,1
Nina,Di Ba,Female,Asia,genius,183,0.6989795918367347,1
Hayko Cepkin,Melekler,Male,Asia,genius,67,0.3582089552238806,1
Misha Omar,Pulangkan,Female,Asia,genius,127,0.3858267716535433,1
Siti Nurhaliza,Nian Di Hati,Female,Asia,genius,163,0.5120481927710844,1
Haluk Levent,Heyyamola,Male,Asia,genius,184,0.3369565217391304,1
Zeebra,After Party,Male,Asia,genius,205,0.7232142857142857,1
Kotoko,Lupe,Female,Asia,genius,53,0.0754716981132075,1
Asaf Avidan,Cyclamen,Male,Asia,genius,299,0.9606299212598424,0
Hande Yener,Yarasa,Female,Asia,genius,194,0.5561224489795918,1
Rafet El Roman,Direniyorum,Male,Asia,genius,130,0.4461538461538462,1
Bonnie Pink,Movin' On,Female,Asia,genius,123,0.717741935483871,1
Udit Narayan,Papa Kehte Hain,Male,Asia,genius,243,0.1138211382113821,1
Siti Nurhaliza,Diari Hatimu,Female,Asia,genius,148,0.3961038961038961,1
A. R. Rahman,September Madham,Male,Asia,genius,224,0.0223214285714285,1
Haluk Levent,Nenni,Male,Asia,genius,104,0.4766355140186916,1
Freddie Aguilar,Tuwing Pasko,Male,Asia,genius,76,0.625,1
Crystal Kay,Good Morning Sue,Female,Asia,genius,127,1.0,0
Hitomi,CANDY GIRL,Female,Asia,genius,166,0.6781609195402298,1
Iwan Fals,Hadapi Saja,Male,Asia,genius,154,0.4379084967320261,1
Gackt,U+K,Male,Asia,genius,153,0.525974025974026,1
Gackt,Rain,Male,Asia,genius,251,0.5378486055776892,1
Olivia Ong,Lovefool,Female,Asia,genius,305,0.9903846153846154,0
Liza Hanim,Menjunjung Asmara,Female,Asia,genius,154,0.5822784810126582,1
Kris Dayanti,Jangan Pergi,Female,Asia,genius,77,0.4025974025974026,1
Olivia,Dear Angel (English Version),Female,Asia,genius,274,0.979381443298969,0
Hitomi,Japanese girl,Female,Asia,genius,286,0.7774193548387097,1
Aiza Seguerra,May Isa Pa... (Nagmamahal Sa Iyo),Female,Asia,genius,124,0.639344262295082,1
Lea Salonga,I Wanna Little Love,Female,Asia,genius,300,0.9102990033222592,0
Kotoko,My-Les,Female,Asia,genius,52,0.0925925925925925,1
Sezen Aksu,Menajer,Female,Asia,genius,163,0.4451219512195122,1
Iwan Fals,Obat Awet Muda,Male,Asia,genius,116,0.4957264957264957,1
Mike Brant,Mr. Schubert I Love You,Male,Asia,genius,86,0.6483516483516484,1
Regine Velasquez,Isang Lahi,Female,Asia,genius,231,0.5185185185185185,1
Mike Brant,Malaguena,Male,Asia,genius,130,0.6466165413533834,1
Shefali Alvares,O Gujariya,Female,Asia,genius,185,0.654054054054054,1
Mustafa Sandal,Kimbilir Kim,Male,Asia,genius,94,0.4042553191489361,1
Eef Barzelay,Thanksgiving Waves,Male,Asia,genius,166,0.9476744186046512,0
Zhu,Superfriends,Male,Asia,genius,318,0.9216867469879518,0
Hande Yener,Sen Yoluna Ben Yoluma,Female,Asia,genius,215,0.3674418604651163,1
Kylee,Just Breathe,Female,Asia,genius,151,0.949685534591195,0
Kahimi Karie,Lost In A Paris Nightclub,Female,Asia,genius,155,0.9696969696969696,0
Bonnie Pink,Bedtime Story,Female,Asia,genius,207,0.9907407407407408,0
Noa,Carefully,Female,Asia,genius,127,0.9924812030075189,0
Noa,Blue Touches Blue,Female,Asia,genius,194,0.949748743718593,0
Cem Adrian,Yine Geldi Sonbahar,Male,Asia,genius,125,0.568,1
Mike Brant,Qui Saura,Male,Asia,genius,251,0.5940959409594095,1
Keren Ann,My Name Is Trouble,Female,Asia,genius,273,0.993006993006993,0
Sam Milby,Magmahal Muli,Male,Asia,genius,140,0.5941176470588235,1
Chrisye,Merpati Putih,Male,Asia,genius,56,0.4561403508771929,1
Tarkan,Kimdi?,Male,Asia,genius,177,0.3672316384180791,1
Donna Cruz,Wish,Female,Asia,genius,175,0.8162162162162162,1
Vishal Dadlani,Madari,Male,Asia,genius,318,0.0114942528735632,1
LiSA,Now And Future,Female,Asia,genius,155,0.4770114942528735,1
Kotoko,Command+S,Female,Asia,genius,68,0.5616438356164384,1
Tomohisa Yamashita,One Girl,Male,Asia,genius,325,0.9643835616438357,0
Regine Velasquez,Tanging Mahal,Female,Asia,genius,126,0.6518518518518519,1
A. R. Rahman,Chale Chalo,Male,Asia,genius,322,0.389937106918239,1
Erkin Koray,Gaddar,Male,Asia,genius,174,0.5804597701149425,1
Iwan Fals,Manusia Setengah Dewa,Male,Asia,genius,153,0.487012987012987,1
Zee Avi,Frosty The Snowman,Female,Asia,genius,217,0.9417040358744396,0
Kishore Kumar,Jhumroo: Main Hoon Jhoom Jhoom Jhumroo,Male,Asia,genius,153,0.0457142857142857,1
Mondo Grosso,Blaze It Up,Male,Asia,genius,165,0.988095238095238,0
Lia,Fairy Land,Female,Asia,genius,145,0.6815286624203821,1
Jackie Chan,Just For Tonight,Male,Asia,genius,387,0.972568578553616,0
Yuria,You Make My Day!,Female,Asia,genius,96,0.4795918367346938,1
Kahimi Karie,Elastic Girl,Female,Asia,genius,346,0.9700272479564032,0
Tomohisa Yamashita,Turn Off The Lights,Male,Asia,genius,153,0.7484662576687117,1
Jackie Chan,Wait For Me,Male,Asia,genius,282,0.9896907216494846,0
Daniel Padilla,Sisikat Din Ako,Male,Asia,genius,175,0.6032608695652174,1
Gackt,Cube,Male,Asia,genius,222,0.6504424778761062,1
Keren Ann,For You And I,Female,Asia,genius,136,1.0,0
Love,I Still Wonder,Female,Asia,genius,138,0.9536423841059604,0
Ahmet Kaya,Arka Mahalle,Male,Asia,genius,137,0.5107913669064749,1
Sarah Geronimo,Mr. Deadma,Female,Asia,genius,120,0.6260162601626016,1
Sagopa Kajmer,Etki Tepki,Male,Asia,genius,446,0.578021978021978,1
Rafet El Roman,Ebedi Sevgili,Male,Asia,genius,139,0.4532374100719424,1
Haluk Levent,Mektup,Male,Asia,genius,130,0.5230769230769231,1
Sarah Geronimo,Light Of A Million Mornings,Female,Asia,genius,147,0.9736842105263158,0
Aiza Seguerra,Pinakamamahal,Female,Asia,genius,80,0.4597701149425287,1
Lea Salonga,I Remember The Boy,Female,Asia,genius,141,0.9655172413793104,0
Rico Blanco,Outta This,Male,Asia,genius,203,0.9675925925925926,0
Kahimi Karie,Metaphors,Female,Asia,genius,148,0.9813664596273292,0
Olivia Ong,Sometimes When We Touch,Female,Asia,genius,286,0.9697986577181208,0
Minmi,Once Upon A Star,Female,Asia,genius,300,0.8006535947712419,1
Ebiet G. Ade,Cinta Sebening Embun,Male,Asia,genius,162,0.4827586206896552,1
Sarah Geronimo,Pangarap Ko Ang Ibigin Ka,Female,Asia,genius,199,0.5245098039215687,1
Saori@destiny,Beatbop,Female,Asia,genius,125,0.968,0
Olivia,Wish,Female,Asia,genius,115,0.6695652173913044,1
Inoran,Calling Down,Male,Asia,genius,71,0.273972602739726,1
Christian Bautista,Ang Tangi Kong Kasama,Male,Asia,genius,160,0.4715909090909091,1
Gary Valenciano,How Did You Know,Male,Asia,genius,224,0.9826839826839828,0
Gackt,White Eyes,Male,Asia,genius,182,0.5934065934065934,1
Tomohisa Yamashita,Magic,Male,Asia,genius,74,0.4470588235294118,1
Love,Gather 'Round,Female,Asia,genius,158,0.8888888888888888,0
Eef Barzelay,Let Us Be Naked,Male,Asia,genius,84,0.9565217391304348,0
Paolo Santos,You Got Me Up,Male,Asia,genius,155,0.9691358024691358,0
Demir Demirkan,Kahpe,Male,Asia,genius,179,0.3687150837988827,1
Yonca Evcimik,Boomerang,Female,Asia,genius,159,0.3081761006289308,1
Ajda Pekkan,Ya Sonra,Female,Asia,genius,233,0.51931330472103,1
Liza Hanim,Barang Yang Lepas Jangan Di Kenang,Female,Asia,genius,94,0.4680851063829787,1
Chrisye,Kisah Cintaku,Male,Asia,genius,66,0.3787878787878788,1
Borgore,Hate,Male,Asia,genius,186,1.0,0
Sam Concepcion,"Love, Love, Love",Male,Asia,genius,219,0.948936170212766,0
Olivia,So Sexy,Female,Asia,genius,548,0.9932088285229204,0
Mustafa Sandal,Kalmadi,Male,Asia,genius,170,0.4705882352941176,1
Minmi,Are Yu Ready,Female,Asia,genius,95,0.375,1
Sezen Aksu,Git,Female,Asia,genius,267,0.362962962962963,1
Deniz Seki,Zor Mu?,Female,Asia,genius,179,0.5363128491620112,1
Keiichi Okabe,Blu-bird,Male,Asia,genius,124,0.6335877862595419,1
Love,The Castle,Female,Asia,genius,64,0.9850746268656716,0
Erkin Koray,Erkin Koray Meyhanede,Male,Asia,genius,144,0.5033557046979866,1
Rie Fu,Funny Dream,Female,Asia,genius,268,0.9965277777777778,0
Sagopa Kajmer,Hayat Arabamla 2005 Mil,Male,Asia,genius,362,0.4710743801652892,1
Lea Salonga,Happiness,Female,Asia,genius,215,0.9817351598173516,0
Regine Velasquez,Goodbye,Female,Asia,genius,172,0.9572192513368984,0
Love,Abalony,Female,Asia,genius,178,0.9552238805970148,0
Iwan Fals,Yang Terlupakan,Male,Asia,genius,199,0.4974358974358974,1
Borgore,Body And Soul,Male,Asia,genius,68,1.0,0
Erik Santos,You,Male,Asia,genius,348,0.9891891891891892,0
Sertab Erener,Mi Acaba,Female,Asia,genius,85,0.4941176470588235,1
Agnes Monica,Paralyzed,Female,Asia,genius,342,0.7289972899728997,0
Gloc-9,Tinta,Male,Asia,genius,381,0.4651741293532338,1
Regine Velasquez,On The Wings Of Love,Female,Asia,genius,311,0.9968652037617556,0
Cornelius,New Music MacHine,Male,Asia,genius,183,0.875,0
Hitomi,COSMIC WORLD (Intro),Female,Asia,genius,10,0.5833333333333334,1
Jackie Chan,Staying With You All My Life,Male,Asia,genius,157,0.7116564417177914,1
Olivia,Color Of Your Spoon,Female,Asia,genius,152,0.474025974025974,1
Tata Young,Betcha Neva,Female,Asia,genius,152,0.9171597633136096,0
Siti Nurhaliza,Satu Cinta Dua Jiwa,Female,Asia,genius,121,0.4833333333333333,1
Yuna,Remember My Name,Female,Asia,genius,185,0.916256157635468,0
Susan Wong,Where Did Our Love Go,Female,Asia,genius,209,0.976851851851852,0
Noel Cabangon,Kanlungan,Male,Asia,genius,227,0.625,1
Cem Karaca,Kendim Ettim Kendim Buldum,Male,Asia,genius,93,0.4946236559139785,1
Rie Fu,Until I Say,Female,Asia,genius,267,0.9184397163120568,0
Keren Ann,Sit In The Sun,Female,Asia,genius,173,0.9680851063829788,0
Hide,Fish Scratch Fever,Male,Asia,genius,215,0.6790697674418604,1
Deniz Seki,Seni Seveni Sev,Female,Asia,genius,232,0.5683760683760684,1
Tata Young,Come Rain Come Shine,Female,Asia,genius,168,0.988950276243094,0
Hitomi,fact,Female,Asia,genius,192,0.5282051282051282,1
Crystal Kay,Time Of Love,Female,Asia,genius,86,0.2,1
Kotoko,Crossed Destiny,Female,Asia,genius,55,0.0892857142857142,1
Freddie Aguilar,Mindanao,Male,Asia,genius,144,0.6190476190476191,1
Hayko Cepkin,Seninki Dert Mi?,Male,Asia,genius,40,0.725,1
A. R. Rahman,Aise Na Dekho,Male,Asia,genius,107,0.0555555555555555,1
Tarkan,Sorma Kalbim,Male,Asia,genius,127,0.5039370078740157,1
Kotoko,Lilies Line,Female,Asia,genius,120,0.6390243902439025,1
Iwan Fals,Satu-Satu,Male,Asia,genius,97,0.5,1
Zee Avi,Poppy,Female,Asia,genius,234,0.9873949579831932,0
Kahimi Karie,I Am A Kitten,Female,Asia,genius,144,0.6405228758169934,1
Siti Nurhaliza,Hanya Dirimu,Female,Asia,genius,98,0.4857142857142857,1
Olivia Ong,Wave,Female,Asia,genius,120,1.0,0
Noa,Desire,Female,Asia,genius,133,0.9927007299270072,0
Susan Wong,For Once In My Life,Female,Asia,genius,176,0.9835164835164836,0
Anuar Zain,Ketulusan Hati,Male,Asia,genius,129,0.3488372093023256,1
Haluk Levent,Kader,Male,Asia,genius,57,0.4035087719298245,1
Ebiet G. Ade,Berjalan Di Hutan Cemara,Male,Asia,genius,94,0.4893617021276595,1
Yasmin Levy,Una Ora,Female,Asia,genius,123,0.6935483870967742,1
Crystal Kay,Private Dancers,Female,Asia,genius,250,0.6037037037037037,1
Sarah Geronimo,Prinsesa Ng Puso Mo,Female,Asia,genius,170,0.5988372093023255,1
Yui,Rain,Female,Asia,genius,68,0.2352941176470588,1
Keren Ann,La Forme Et Le Fond,Female,Asia,genius,114,0.5966386554621849,1
Esther Ofarim,Shirat Hanoded,Female,Asia,genius,112,0.4821428571428571,1
Bonnie Pink,Try Me Out,Female,Asia,genius,255,0.9568345323741008,0
Olivia Ong,Foolery,Female,Asia,genius,158,0.9873417721518988,0
Iwan Fals,Azan Subuh Masih Di Telinga,Male,Asia,genius,155,0.4807692307692308,1
Erik Santos,Maging Sino Ka Man,Male,Asia,genius,105,0.5652173913043478,1
Mike Brant,Toutes Les Couleurs,Male,Asia,genius,173,0.6353591160220995,1
Ahmet Kaya,Tezkere,Male,Asia,genius,274,0.3799283154121863,1
Iwan Fals,Berkacalah Jakarta,Male,Asia,genius,136,0.4710144927536231,1
Ebiet G. Ade,Khilaf,Male,Asia,genius,102,0.3333333333333333,1
Nujabes,Horn In The Middle,Male,Asia,genius,128,0.9117647058823528,0
Ajda Pekkan,Aldatma,Female,Asia,genius,91,0.5714285714285714,1
Nujabes,Reflection Eternal,Male,Asia,genius,118,1.0,0
Regine Velasquez,Babalikang Muli,Female,Asia,genius,183,0.6205128205128205,1
Iwan Fals,Pinggiran Kota Besar,Male,Asia,genius,204,0.4251207729468599,1
Charice,Louder,Female,Asia,genius,393,0.9675174013921114,0
Juris Fernandez,Nandiyan Ka Lang Pala,Female,Asia,genius,157,0.6506024096385542,1
Inoran,Rightaway,Male,Asia,genius,168,0.5849056603773585,1
Kyla,Hanggang Ngayon,Female,Asia,genius,142,0.551948051948052,1
Siti Nurhaliza,Damak,Female,Asia,genius,118,0.4745762711864407,1
Susan Wong,The Letter,Female,Asia,genius,211,0.990909090909091,0
A. R. Rahman,Ay Hairathe,Male,Asia,genius,267,0.0507936507936507,1
Tatsh,Alive,Male,Asia,genius,27,0.125,1
Rie Fu,Feel The Same,Female,Asia,genius,265,0.8351648351648352,0
Sezen Aksu,Biliyorsun,Female,Asia,genius,185,0.3674418604651163,1
Regine Velasquez,I Want To Know What Love Is,Female,Asia,genius,350,0.9776536312849162,0
Hitomi,LOVE CONCENT,Female,Asia,genius,228,0.6779661016949152,1
Atiye,Budur,Female,Asia,genius,207,0.5652173913043478,1
Bonnie Pink,Water Me,Female,Asia,genius,110,0.509090909090909,1
Sezen Aksu,Hazan,Female,Asia,genius,162,0.3209876543209876,1
Hande Yener,Yola Devam,Female,Asia,genius,129,0.4573643410852713,1
Daliah Lavi,"Oh, Wann Kommst Du?",Female,Asia,genius,141,0.5652173913043478,1
A. R. Rahman,Jai Ho,Male,Asia,genius,318,0.1773700305810397,1
Love,Bummer In The Summer,Female,Asia,genius,212,0.9911111111111112,0
Haluk Levent,Oyun,Male,Asia,genius,141,0.5035460992907801,1
Keiichi Okabe,Grandma,Male,Asia,genius,36,0.5405405405405406,1
Haluk Levent,Anlasana,Male,Asia,genius,104,0.4545454545454545,1
Kyla,With You,Female,Asia,genius,196,0.9674418604651164,0
Aizat,Pergi,Male,Asia,genius,104,0.3168316831683168,1
Mohit Chauhan,Man Lafanga,Male,Asia,genius,213,0.0769230769230769,1
Iwan Fals,Yang Tersendiri,Male,Asia,genius,96,0.4583333333333333,1
A. R. Rahman,Roobaroo,Male,Asia,genius,176,0.4971428571428571,1
Regine Velasquez,You Made Me Stronger,Female,Asia,genius,198,0.9502487562189056,0
Borgore,Be Ourselves,Male,Asia,genius,131,1.0,0
Inoran,Spirit,Male,Asia,genius,103,0.058252427184466,1
Sezen Aksu,Lunapark,Female,Asia,genius,219,0.5201793721973094,1
Bonnie Pink,"Tonight, The Night",Female,Asia,genius,269,0.8014440433212996,1
LiSA,Rising Hope,Female,Asia,genius,197,0.5734597156398105,1
Kahimi Karie,Lolitapop Dollhouse,Female,Asia,genius,294,0.9588607594936708,0
Rie Fu,Life Is Like A Boat,Female,Asia,genius,235,0.8744769874476988,0
Kishore Kumar,Jhumroo: Main Hoon Jhoom Jhoom Jhumroo,Male,Asia,genius,153,0.0457142857142857,1
DJ Honda,Intro,Male,Asia,genius,56,0.9696969696969696,0
Lia,"My Soul, Your Beats!",Female,Asia,genius,113,0.575,1
Sowelu,Beautiful Dreamer,Female,Asia,genius,209,0.4736842105263157,1
Kahimi Karie,Elastic Girl,Female,Asia,genius,346,0.9700272479564032,0
Daniel Padilla,Kasama Kang Tumanda,Male,Asia,genius,127,0.583941605839416,1
Iwan Fals,Sebelum Kau Bosan,Male,Asia,genius,102,0.4215686274509804,1
Bonnie Pink,Mad Afternoon,Female,Asia,genius,137,0.9918032786885246,0
Crystal Kay,Ex-Boyfriend,Female,Asia,genius,277,0.7142857142857143,1
Love,I Still Wonder,Female,Asia,genius,138,0.9536423841059604,0
Bombino,Tamiditine,Male,Africa,genius,57,0.8135593220338984,0
Howard Carpendale,Ti Amo,Male,Africa,genius,240,0.5983263598326359,1
Koffi Olomide,Miss Nicole,Female,Africa,genius,301,0.501628664495114,1
Fela Kuti,Unknown Soldier,Male,Africa,genius,844,0.9882766705744432,0
Stef Bos,Slaap Zacht,Male,Africa,genius,214,0.4626168224299065,1
Lianie May,Jy Soen My Nie Meer Nie,Female,Africa,genius,260,0.6297709923664122,1
Chris Letcher,Milk,Male,Africa,genius,255,0.9785714285714284,0
Nicholis Louw,Everything I Touch,Male,Africa,genius,127,0.9772727272727272,0
Emel Mathlouthi,Ma Lkit,Female,Africa,genius,128,0.0413223140495867,1
Stef Bos,Ooit Op Een Dag,Male,Africa,genius,152,0.5526315789473685,1
Miriam Makeba,Icala,Female,Africa,genius,109,0.4267515923566879,1
Nicholis Louw,Crying,Male,Africa,genius,143,0.9735099337748344,0
Amine,Le Chemin,Male,Africa,genius,228,0.6008230452674898,1
Keziah Jones,Functional,Male,Africa,genius,85,0.8476190476190476,0
Bok Van Blerk,Vodka En OJ,Male,Africa,genius,267,0.7902621722846442,1
Amine,Win,Male,Africa,genius,141,1.0,0
Bombino,Ahulakamine Hulan,Male,Africa,genius,57,0.8070175438596491,0
Andy Allo,When Stars Collide,Female,Africa,genius,369,0.9893333333333332,0
Stef Bos,Suikerbossie,Male,Africa,genius,197,0.5634517766497462,1
DJ Fresh,Starfall,Male,Africa,genius,104,1.0,0
Piet Botha,Die Kind,Male,Africa,genius,134,0.6268656716417911,1
Nicholis Louw,Angel In Your Eyes,Male,Africa,genius,192,0.985,0
Richard Bona,O Sen Sen Sen,Male,Africa,genius,248,0.6254681647940075,1
Piet Botha,Marilyn Monroe,Male,Africa,genius,92,0.6195652173913043,1
Stef Bos,Het Laatste Woord,Male,Africa,genius,152,0.4605263157894737,1
Jack Parow,Eksie Ou,Male,Africa,genius,491,0.6679920477137177,1
Miriam Makeba,Soweto Blues,Female,Africa,genius,298,0.9581881533101044,0
Salif Keita,Seydou,Male,Africa,genius,269,0.7100371747211895,1
Stef Bos,Samen Staan We Sterk,Male,Africa,genius,197,0.5126903553299492,1
Lucky Dube,Soldier,Male,Africa,genius,186,0.9895287958115184,0
Afric Simone,Playa Blanca,Male,Africa,genius,133,0.6090225563909775,1
Coenie De Villiers,Kleintyd Verby,Male,Africa,genius,134,0.6617647058823529,1
William Onyeabor,Good Name,Male,Africa,genius,399,1.0,0
Akon,Miss Melody -,Male,Africa,genius,370,0.981958762886598,0
Bok Van Blerk,So Waai Die Wind,Male,Africa,genius,292,0.6552901023890785,1
Lucky Dube,Family Ties,Male,Africa,genius,195,1.0,0
Bok Van Blerk,Lenteblomme,Male,Africa,genius,203,0.4829268292682926,1
Stef Bos,Alleen Voor Jou,Male,Africa,genius,65,0.5076923076923077,1
Lebo M,Kube,Male,Africa,genius,212,0.9301310043668122,0
Bok Van Blerk,'N Goeie Man,Male,Africa,genius,323,0.5740740740740741,1
Richard Bona,Mbemba Mama,Male,Africa,genius,254,0.5492424242424242,1
Lokua Kanza,Life,Male,Africa,genius,63,0.6103896103896104,1
Stef Bos,Stad Van Goud (Egoli II),Male,Africa,genius,605,0.4119601328903654,1
Keziah Jones,Wet Questions,Male,Africa,genius,214,0.8642533936651584,0
Brenda Fassie,Vuli Ndlela,Female,Africa,genius,227,0.6016949152542372,1
DJ Fresh,Lassitude,Male,Africa,genius,180,0.9698492462311558,0
Akon,Cocaine Cowboy,Male,Africa,genius,472,0.9829424307036247,0
Stef Bos,Jardin Du Luxembourg,Male,Africa,genius,312,0.5064102564102564,1
Amine,Finiki,Male,Africa,genius,185,0.916279069767442,0
Howard Carpendale,Deine Spuren Im Sand,Male,Africa,genius,140,0.6690647482014388,1
Salif Keita,Souvent,Male,Africa,genius,156,0.4817073170731707,1
Cheb Mami,Meli Meli,Male,Africa,genius,201,0.025,1
Salif Keita,Dery,Male,Africa,genius,345,0.6224489795918368,1
Bok Van Blerk,Jy Praat Nog Steeds My Taal,Male,Africa,genius,208,0.6682692307692307,1
