song_title,artist,language,musical_genre,ethnicity,musical_subgenre,gender,lyric_length,needs_translation
Ghost - Lost Kings Remix,Halsey,en,pop,north-american,indie poptimism,female,520,0
Surrender,Cash Cash,en,edm,north-american,pop edm,Group,221,0
Mayor Que Yo 3,Luny Tunes,es,latin,latino,reggaeton,Group,863,1
Vete,Khea,es,rap,latino,trap,male,415,1
Just Us (feat. SZA),DJ Khaled,en,latin,north-american,latin pop,male,1473,0
Blood - Remix,Moonkey,es,rap,european,trap,male,358,1
Sola,Luis Fonsi,es,latin,north-american,latin pop,male,392,1
Long Road To Ruin,Foo Fighters,en,rock,north-american,permanent wave,Group,296,0
Is' mir egal,Hanybal,de,rap,european,gangster rap,male,240,1
Von unten nach oben,TaiMO,de,rap,european,gangster rap,male,494,1
Forever,Drake,en,rap,north-american,southern hip hop,male,2156,0
Song To The Siren (Remastered),This Mortal Coil,en,pop,european,electropop,Group,143,0
Tu Luz,Azul Violeta,es,pop,north-american,electropop,Group,169,1
The Format,AZ,en,rap,north-american,southern hip hop,male,417,0
Tell Me You Love Me - NOTD Remix,Demi Lovato,en,edm,north-american,pop edm,non-binary,394,0
Kannste ma sehn,Baba Saad,de,rap,european,gangster rap,male,337,1
Pretending (feat. Jessie Reyez),A Boogie Wit da Hoodie,en,r&b,north-american,urban contemporary,male,345,0
Helter Skelter - Remastered 2009,The Beatles,en,rock,european,classic rock,Group,526,0
The Reason (Sean Cook Remix),Urban Rescue,en,pop,north-american,dance pop,Group,224,0
Simply Irresistible,Robert Palmer,en,rock,european,hard rock,male,283,0
Red,HyunA,ko,edm,asian,pop edm,female,301,1
If You Love Me,Brownstone,en,r&b,north-american,urban contemporary,Group,700,0
Cool Blue,The Japanese House,en,pop,european,indie poptimism,female,143,0
Already Dead,Hollywood Undead,en,rock,north-american,hard rock,Group,270,0
Fly Like An Eagle,Steve Miller Band,en,rock,north-american,classic rock,Group,293,0
Tsunami,DVBBS,sw,edm,north-american,big room,Group,163,1
Issues/Hold On,Teyana Taylor,en,r&b,north-american,urban contemporary,female,314,0
Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,en,pop,european,dance pop,female,978,0
No Me Dejes de Querer,Gloria Estefan,es,latin,north-american,latin pop,female,264,1
All I Want for Christmas Is You,Mariah Carey,en,r&b,north-american,neo soul,female,398,0
Don't Stop The Music,Rihanna,en,latin,north-american,latin hip hop,female,1430,0
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,en,rock,north-american,classic rock,Group,806,0
Dear Agony,Breaking Benjamin,en,rock,north-american,hard rock,Group,181,0
Madness,Muse,en,rock,european,permanent wave,Group,271,0
The Violence,Asking Alexandria,en,rock,european,hard rock,Group,293,0
Policy Of Truth - 2006 Remastered Version,Depeche Mode,en,rock,european,permanent wave,Group,221,0
Bandito,Enzo Dong,it,rap,european,trap,male,488,1
Let Her Go,The Kid LAROI,en,rap,oceania,hip hop,male,390,0
Hideaway,Kiesza,en,latin,north-american,tropical,female,323,0
Girl You Know It's True,Milli Vanilli,en,r&b,european,new jack swing,Group,277,0
VALENTINO,24kGoldn,en,rap,north-american,hip hop,male,485,0
Shoot to Thrill,AC/DC,en,rock,oceania,classic rock,Group,351,0
Frontlines,Zeds Dead,en,pop,north-american,indie poptimism,Group,158,0
Flying On My Own - Dave Audé Remix,Céline Dion,en,edm,north-american,big room,female,282,0
Just Like You,Three Days Grace,en,rock,north-american,hard rock,Group,306,0
Low (feat. T-Pain),Flo Rida,en,pop,north-american,post-teen pop,male,1438,0
Into You (feat. Fabolous),Tamia,en,r&b,north-american,urban contemporary,female,695,0
No Captain - Dirty South Remix,Lane 8,en,edm,north-american,progressive electro house,male,245,0
Emotions,Mariah Carey,en,r&b,north-american,new jack swing,female,277,0
Beside You,Karyn White,en,r&b,north-american,new jack swing,female,239,0
wonderful life (feat. Dani Filth),Bring Me The Horizon,en,rock,european,hard rock,Group,351,0
Pumps and a Bump,MC Hammer,en,r&b,north-american,new jack swing,male,599,0
Outlaw Shit (feat. Waylon Jennings & Yelawolf),Struggle Jennings,en,rap,north-american,southern hip hop,male,508,0
How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,en,pop,european,electropop,male,1347,0
Tainted Love,Soft Cell,en,rock,european,permanent wave,Group,226,0
Belly Danza - Remastered 2016,Don Omar,en,latin,north-american,reggaeton,male,252,1
Father O'Blivion,Frank Zappa,en,rock,north-american,permanent wave,male,224,0
drugs,EDEN,en,pop,european,indie poptimism,male,464,0
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,en,latin,european,tropical,male,181,0
Let Her Go,6LACK,en,r&b,north-american,urban contemporary,male,418,0
Hands In The Air,8Ball,en,rap,north-american,southern hip hop,male,635,0
I Lived - Arty Remix,OneRepublic,en,edm,north-american,progressive electro house,Group,311,0
Eye of the Tiger,Survivor,en,pop,north-american,electropop,Group,516,0
Never Lie (feat. Moneybagg Yo),Wiz Khalifa,en,rap,north-american,hip hop,male,478,0
Lyte as a Rock,MC Lyte,en,r&b,north-american,new jack swing,female,689,0
At Last - Single Version,Etta James,en,r&b,north-american,urban contemporary,female,212,0
Crazy Swing,!deladap,en,edm,european,electro house,Group,228,0
Missing You,Case,en,r&b,north-american,new jack swing,male,395,0
Destination - Michael Mind Remix Edit,Darius & Finlay,en,edm,european,pop edm,Group,162,0
Dynamite,China Anne McClain,en,pop,north-american,post-teen pop,female,289,0
Thinking Of Sunshine - Kretsen Remix,Daniel Adams-Ray,en,edm,european,pop edm,male,387,0
Bring Me To Life,Evanescence,en,rock,north-american,permanent wave,Group,318,0
Favorite Part Of Me,Astrid S,en,pop,european,post-teen pop,female,379,0
Besos Mojados,Wisin & Yandel,es,latin,north-american,reggaeton,Group,597,1
Chartreuse,Capital Cities,en,pop,north-american,indie poptimism,Group,166,0
Too Many,Tyga,en,rap,north-american,gangster rap,male,531,0
Mi Medicina,CNCO,es,latin,north-american,latin hip hop,Group,435,1
Microphone Fiend,Eric B. & Rakim,en,rap,north-american,gangster rap,Group,564,0
TRUE - Single Edit,Spandau Ballet,en,pop,european,electropop,Group,818,0
Somethin' 4 Da Honeyz,Montell Jordan,en,r&b,north-american,new jack swing,male,411,0
Let's Do It,11 Acorn Lane,en,edm,north-american,electro house,Group,274,0
The Nights,Avicii,en,pop,european,dance pop,male,606,0
Disco Inferno - Live from Sessions @ AOL,50 Cent,en,rap,north-american,gangster rap,male,598,0
Two Princes,Spin Doctors,en,rock,north-american,permanent wave,Group,497,0
Love Myself,Hailee Steinfeld,en,pop,north-american,indie poptimism,female,448,0
"Go Hard, Go Home (feat. Giz, Swellz & Choppa)",Roy Jones Jr.,en,rock,north-american,hard rock,male,345,0
Love Me Like You Do,Ellie Goulding,en,pop,european,post-teen pop,female,357,0
Gimme de Tu Amor,Soraya,es,latin,north-american,latin pop,female,383,1
One Day,UGK,en,rap,north-american,southern hip hop,Group,1554,0
Just A Girl - Acoustic Live - German Radio,No Doubt,en,latin,north-american,latin pop,Group,250,0
Akwaba,MZ,fr,r&b,european,urban contemporary,Group,757,1
Flames (feat. Ruel),SG Lewis,en,edm,european,progressive electro house,male,188,0
Eastside (with Halsey & Khalid),benny blanco,en,pop,north-american,electropop,male,1988,0
It's Been Awhile,Staind,en,rock,north-american,album rock,Group,274,0
Yuck,Logic,en,rap,north-american,hip hop,male,547,0
"Hey, Ma",Bon Iver,en,r&b,north-american,hip pop,Group,266,0
Have Yourself a Merry Little Christmas,Pentatonix,en,r&b,north-american,neo soul,Group,195,0
Like This,Throttle,en,edm,oceania,progressive electro house,male,300,0
Stay (with Alessia Cara),Zedd,en,pop,european,electropop,male,614,0
Bennie And The Jets - Remastered 2014,Elton John,en,rock,european,permanent wave,male,311,0
Bump n' Grind,R. Kelly,en,r&b,north-american,new jack swing,male,356,0
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,en,r&b,north-american,hip pop,male,1336,0
Saturday Night Special,Lynyrd Skynyrd,en,rock,north-american,classic rock,Group,287,0
The Party & The After Party,The Weeknd,en,r&b,north-american,urban contemporary,male,760,0
Virtual Insanity - Remastered,Jamiroquai,en,pop,european,post-teen pop,Group,457,0
Everlasting Love,Gloria Estefan,en,latin,north-american,latin pop,female,338,0
Poison,Bell Biv DeVoe,en,r&b,north-american,new jack swing,Group,427,0
Out In The Fields,Gary Moore,en,rock,european,hard rock,male,270,0
California Love - Original Version (Explicit),2Pac,en,rap,north-american,gangster rap,male,586,0
Not That Type,gugudan,vi,pop,asian,dance pop,Group,254,1
Only Human,Jonas Brothers,en,latin,north-american,latin pop,Group,1650,0
Amor De Pobre,Zion,es,latin,north-american,reggaeton,male,501,1
One More Time,Daft Punk,en,pop,european,electropop,Group,902,0
Blaze It up (feat. Sparkz),The Mouse Outfit,en,r&b,european,neo soul,Group,476,0
Abriré La Puerta,David Bisbal,es,latin,european,latin pop,male,219,1
Who - Radio Edit,Tujamo,en,edm,european,progressive electro house,male,291,0
You Know My Name,Tasha Cobbs Leonard,en,r&b,north-american,urban contemporary,female,444,0
Who Can It Be Now?,Men At Work,en,rock,oceania,permanent wave,Group,224,0
September Song,JP Cooper,en,pop,european,indie poptimism,male,335,0
Can't Take It From Me,Major Lazer,en,latin,latino,latin hip hop,Group,289,0
Mz. Hyde,Halestorm,en,rock,north-american,hard rock,Group,359,0
Ill Street Blues (Illest Version),Kool G Rap & DJ Polo,en,rap,north-american,southern hip hop,Group,813,0
Go to Sleep - John De Sohn Remix,John De Sohn,en,edm,european,electro house,male,544,0
Get Your Way (feat. Roses Gabor),Brasstracks,en,r&b,north-american,neo soul,Group,381,0
Good Cop Bad Cop,Ice Cube,en,rap,north-american,southern hip hop,male,537,0
Give It Here,Def Jef,en,r&b,north-american,new jack swing,male,605,0
Parecen Viernes,Marc Anthony,es,latin,north-american,tropical,male,339,1
Je m'en vais,Cali,fr,rock,european,album rock,male,319,1
Sympathy For The Devil,The Rolling Stones,en,rock,european,hard rock,Group,316,0
Experiencia Religiosa,Enrique Iglesias,es,latin,european,latin pop,male,228,1
Me & You,EXID,en,pop,asian,dance pop,Group,331,1
Intoxicated - Original Mix,Martin Solveig,en,pop,european,post-teen pop,male,111,0
Carry On - Acoustic,Young Rising Sons,en,pop,north-american,indie poptimism,Group,378,0
Disrespectful,GASHI,en,rap,north-american,southern hip hop,male,448,0
Ghost,Motorama,en,rock,european,permanent wave,Group,191,0
Like A Pimp,David Banner,en,rap,north-american,southern hip hop,male,733,0
Dvd,Mlodyskiny,pl,rap,european,trap,male,293,1
Cruel,Jeff Bernat,en,r&b,north-american,neo soul,male,377,0
Home,Teitur,en,r&b,european,urban contemporary,male,255,0
St. Nazaire,Pixies,en,rock,north-american,classic rock,Group,153,0
Black betty,Ram Jam,en,rock,north-american,hard rock,Group,174,0
Si Me Gano Un Grammy,Jon Z,es,rap,north-american,trap,male,501,1
Playground,Another Bad Creation,en,r&b,north-american,new jack swing,Group,603,0
"Made In France (with Tchami & Malaa, feat. Mercer)",DJ Snake,en,edm,european,electro house,male,224,0
Moments,Klangkarussell,en,latin,european,tropical,Group,170,0
Too Good,Christian Kuria,en,r&b,north-american,neo soul,male,279,0
rockstar (feat. 21 Savage),Post Malone,en,rap,north-american,gangster rap,male,1022,0
Molly,Ixzo,fr,r&b,european,urban contemporary,male,419,1
Love No More,Loud Luxury,en,pop,north-american,electropop,Group,313,0
De Repente,Soraya,es,pop,north-american,electropop,female,192,1
Owner Of A Lonely Heart,Yes,en,rock,european,classic rock,Group,700,0
Where Did My Baby Go,John Legend,en,r&b,north-american,urban contemporary,male,286,0
Harsh Generation,Grendel,en,pop,european,electropop,Group,117,0
Xxplosive,Dr. Dre,en,rap,north-american,hip hop,male,1070,0
Jamais Vu,BTS,en,edm,asian,pop edm,Group,258,1
Walk on the Wild Side,Lou Reed,so,rock,north-american,classic rock,male,421,1
Sneak Diss (feat. So6ix),Ghostemane,en,rap,north-american,gangster rap,male,560,0
Lemme Freak,Lil Dicky,en,rap,north-american,hip hop,male,964,0
No Problem,Lil Scrappy,en,rap,north-american,hip hop,male,666,0
"Sit Still, Look Pretty",Daya,en,pop,north-american,indie poptimism,female,573,0
Everyday Is Like Sunday - 2011 Remaster,Morrissey,en,rock,european,permanent wave,male,131,0
Mrs. Officer,Lil Wayne,en,rap,north-american,hip hop,male,1572,0
Paradise,Matthew Parker,en,pop,north-american,dance pop,male,208,0
I Made It (feat. Trick Trick),D12,en,rap,north-american,gangster rap,Group,846,0
Be As You Are - JordanXL Remix,Mike Posner,en,edm,north-american,pop edm,male,469,0
Almost Mine - Radio Edit,Wankelmut,en,latin,european,tropical,male,324,0
Sexy Movimiento,Wisin & Yandel,es,latin,north-american,reggaeton,Group,433,1
Hey Ya,Obadiah Parker,en,r&b,north-american,hip pop,male,354,0
Habits of My Heart - EP Version,Jaymes Young,en,pop,north-american,indie poptimism,male,175,0
TOGETHER,KAYTRANADA,en,r&b,north-american,neo soul,male,338,0
GANG,Rain,ko,edm,asian,pop edm,male,189,1
I'm Not Alright,Loud Luxury,en,pop,north-american,dance pop,Group,361,0
Love Is Gone - Original Extended,David Guetta,en,edm,european,progressive electro house,male,348,0
Need You,Faustix,en,pop,european,dance pop,male,248,0
Hollaback Girl,Gwen Stefani,en,pop,north-american,post-teen pop,female,1056,0
Be Somebody,Kings of Leon,en,rock,north-american,permanent wave,Group,197,0
The First One,Astrid S,en,pop,european,post-teen pop,female,407,0
Save Me,Aimee Mann,en,rock,north-american,permanent wave,female,194,0
Bella y Sensual,Romeo Santos,es,latin,north-american,reggaeton,male,392,1
El Rito - Remasterizado 2007,Soda Stereo,es,rock,latino,album rock,Group,169,1
Kaleidoscope Love - Kaytranada Edition,AlunaGeorge,en,r&b,european,neo soul,Group,205,0
Losing You,Solange,en,r&b,north-american,neo soul,female,312,0
It Ain't My Fault,Silkk The Shocker,en,rap,north-american,southern hip hop,male,641,0
I'm Coming Out,Diana Ross,en,r&b,north-american,urban contemporary,female,368,0
Freek'n You,Jodeci,en,r&b,north-american,new jack swing,Group,511,0
Reminisce,Mary J. Blige,en,r&b,north-american,new jack swing,female,514,0
When Doves Cry,Ginuwine,en,r&b,north-american,new jack swing,male,309,0
Pony - Recorded at Spotify Studios NYC,Leon Bridges,en,r&b,north-american,neo soul,male,241,0
Still Got Me (feat. Jocelyn Bowman),GAWVI,en,edm,north-american,progressive electro house,male,243,0
Iggin' Me,Chico DeBarge,en,r&b,north-american,new jack swing,male,512,0
Leave Me Alone - 2015 Remaster,New Order,en,rock,european,permanent wave,Group,163,0
Just My Imagination,The Cranberries,en,rock,european,album rock,Group,290,0
Win,Stefflon Don,en,latin,european,latin hip hop,female,644,0
One More Night,Michael Kiwanuka,en,r&b,european,neo soul,male,191,0
Sharp Dressed Man,ZZ Top,en,rock,north-american,classic rock,Group,144,0
Regulate,Warren G,en,rap,north-american,gangster rap,male,595,0
The Diary of Jane - Single Version,Breaking Benjamin,en,rock,north-american,hard rock,Group,248,0
Daylight (Airbeat One Anthem 2018),Fluex,en,pop,european,dance pop,male,149,0
Rock Bottom,grandson,en,pop,north-american,electropop,male,366,0
Ruin My Life - Steve James Remix,Zara Larsson,en,pop,european,dance pop,female,615,0
Wow. - Remix,Post Malone,en,rap,north-american,hip hop,male,406,0
Love Song (feat. Glasses),Kazy Lambist,en,rock,european,permanent wave,male,113,0
Enough to Believe,Bob Moses,en,pop,north-american,indie poptimism,Group,189,0
Quiere Beber,Anuel AA,es,latin,north-american,latin hip hop,male,468,1
A Sky Full of Stars,Coldplay,en,pop,european,dance pop,Group,534,0
Always,Killswitch Engage,en,rock,north-american,hard rock,Group,169,0
Pipes Of Peace - Remastered 2015,Paul McCartney,en,rock,european,album rock,male,248,0
Shape of You,Ed Sheeran,en,latin,european,tropical,male,1316,0
Go Your Own Way,Fleetwood Mac,en,rock,european,album rock,Group,374,0
Wake Up - Sondr Remix,Chelsea Cutler,en,pop,north-american,indie poptimism,female,316,0
Lavender,Marillion,en,rock,european,hard rock,Group,243,0
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,en,pop,latino,electropop,Group,1172,0
Bring It Down,Dyro,en,edm,european,electro house,male,137,0
More Than A Woman (feat. Calvin) - Duet w/ Calvin,Angie Stone,en,r&b,north-american,neo soul,female,609,0
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,en,rap,north-american,southern hip hop,male,1520,0
Creo en Ti,Reik,es,latin,north-american,latin pop,Group,158,1
Schmeckt (feat. LX),Hemso,de,rap,european,hip hop,male,471,1
Teenage Fantasy,Jorja Smith,en,pop,european,indie poptimism,female,403,0
Fade All My Life,Unlike Pluto,en,edm,north-american,progressive electro house,male,210,0
My Prerogative,Bobby Brown,en,r&b,north-american,new jack swing,male,521,0
Don't Trip,The Game,en,rap,north-american,gangster rap,male,923,0
God's Gonna Cut You Down,Marilyn Manson,en,rock,north-american,hard rock,Group,352,0
Keep It Real,Jon B.,en,r&b,north-american,new jack swing,male,599,0
IDGAF - Hazers Remix,Dua Lipa,en,pop,european,dance pop,female,450,0
Holidae In,Chingy,en,r&b,north-american,hip pop,male,985,0
Plastic Machinery,The Charlatans,en,rock,european,permanent wave,Group,183,0
