song_title,artist,musical_genre,lyric_length,needs_translation,continent,gender,source
Brave,Don Diablo,pop,590,0,Europe,Male,spotify
Ella Es Mi Fiesta - Remix,Carlos Vives,latin,381,1,Latin America,Male,spotify
All Along The Watchtower,Jimi Hendrix,rock,147,0,North America,Male,spotify
Good Time - Live From Spotify NYC,Owl City,latin,375,0,North America,Male,spotify
Mala (feat. Nio Garcia & Casper Mágico) - Remix,Reykon,latin,397,1,Latin America,Male,spotify
Hoy - Spanish Version,Gloria Estefan,latin,288,1,North America,Female,spotify
La Bicicleta,Carlos Vives,latin,434,1,Latin America,Male,spotify
Chicago Boy,Ari Lennox,r&b,336,0,North America,Female,spotify
Mi Gente (feat. Beyoncé),J Balvin,pop,280,1,Latin America,Male,spotify
True G (feat. BRUX),Matroda,edm,148,0,Europe,Male,spotify
Ignite - 2016 League Of Legends World Championship,Zedd,edm,203,0,Europe,Male,spotify
Candy Shop,50 Cent,rap,520,0,North America,Male,spotify
Bounce It (feat. Stonebwoy),Collie Buddz,latin,511,0,North America,Male,spotify
Superman,Kubi Producent,rap,285,1,Europe,Male,spotify
Where Them Niggaz At?,Pastor Troy,rap,390,0,North America,Male,spotify
Encima De Mi,Rauw Alejandro,rap,673,1,North America,Male,spotify
You,Jesse Powell,r&b,303,0,North America,Male,spotify
Molly,Tyga,rap,453,0,North America,Male,spotify
Faith - Remastered,George Michael,pop,302,0,Europe,Male,spotify
Mi soledad y yo,Alejandro Sanz,latin,204,1,Europe,Male,spotify
Want to Want Me,Jason Derulo,edm,484,0,North America,Male,spotify
On The Road (feat. Meek Mill & Lil Baby),Post Malone,rap,745,0,North America,Male,spotify
My Homeboy's Girlfriend,8Ball,rap,580,0,North America,Male,spotify
Indecision,Shura,pop,185,0,Europe,Female,spotify
I'm Bad,LL Cool J,rap,715,0,North America,Male,spotify
My Darling,Eminem,rap,1108,0,North America,Male,spotify
Rub You The Right Way,Johnny Gill,r&b,493,0,North America,Male,spotify
Above Water,Manu Crooks,rap,368,0,Oceania,Male,spotify
Mo Better,Raheem DeVaughn,r&b,446,0,North America,Male,spotify
Life Is A Highway,Tom Cochrane,rock,398,0,North America,Male,spotify
Grow Up - Martin Jensen Remix,Olly Murs,latin,1090,0,Europe,Male,spotify
Let It Rain,Eric Clapton,rock,344,0,Europe,Male,spotify
Lemonade,Gucci Mane,rap,741,0,North America,Male,spotify
Calling All the Monsters,China Anne McClain,pop,431,0,North America,Female,spotify
Mannish Boy,Jimi Hendrix,rock,201,0,North America,Male,spotify
Make Your Mark,Drew Ryan Scott,pop,509,0,North America,Male,spotify
What Have I Done,Dermot Kennedy,r&b,271,0,Europe,Male,spotify
TiK ToK,Kesha,pop,954,0,North America,Female,spotify
Bout Me (feat. Problem & Iamsu),Wiz Khalifa,rap,672,0,North America,Male,spotify
Euphoria,Destiny Rogers,r&b,467,0,North America,Female,spotify
With Or Without You - Kage Remix,Maddix,edm,296,0,Europe,Male,spotify
I Would Like,Zara Larsson,pop,464,0,Europe,Female,spotify
Stronger Than Me,Amy Winehouse,r&b,263,0,Europe,Female,spotify
I Don't Care (with Justin Bieber),Ed Sheeran,pop,3222,0,Europe,Male,spotify
Freddy Krueger (feat. Tee Grizzley),YNW Melly,rap,744,0,North America,Male,spotify
Reach (NBC Olympic Version),Gloria Estefan,latin,220,0,North America,Female,spotify
Mis Impulsos Sobre Ti - Remastered,Aleks Syntek,pop,167,1,North America,Male,spotify
1st & 10 (Featuring Infamous 2-0 & Fate Wilson),Ludacris,rap,596,0,North America,Male,spotify
Piensan,Myke Towers,latin,878,1,North America,Male,spotify
Say It Again,AJ Mitchell,pop,368,0,North America,Male,spotify
Younger - Kygo Remix,Seinabo Sey,pop,275,0,Europe,Female,spotify
Te Guste,Jennifer Lopez,rap,449,1,North America,Female,spotify
Tell Me What You Want Me to Do,Tevin Campbell,r&b,298,0,North America,Male,spotify
Falling Like The Stars - Madism Remix,James Arthur,latin,262,0,Europe,Male,spotify
Do You Remember,Jarryd James,pop,271,0,Oceania,Male,spotify
Prrrum,Cosculluela,latin,522,1,North America,Male,spotify
Eres Top,Ozuna,rap,1210,1,North America,Male,spotify
Lento,Boro Boro,r&b,462,1,Europe,Male,spotify
Nextel Chirp,Maceo,rap,659,0,North America,Male,spotify
Quédate,Debi Nova,latin,284,1,Latin America,Female,spotify
Home with You,Madison Beer,pop,507,0,North America,Female,spotify
First Things First,Stormzy,rap,521,0,Europe,Male,spotify
Super Bass,Nicki Minaj,pop,628,0,North America,Female,spotify
Over Here Hustlin',Birdman,rap,564,0,North America,Male,spotify
Trap House,Gucci Mane,rap,548,0,North America,Male,spotify
Lose Yourself - Soundtrack Version,Eminem,rap,837,0,North America,Male,spotify
Boomerang,Lalo Ebratt,latin,443,1,Latin America,Male,spotify
Stick Out,Pouya,rap,459,0,North America,Male,spotify
How I Move (feat. Lil Baby),Flipp Dinero,rap,803,0,North America,Male,spotify
Something About the Sunshine,Anna Margaret,pop,288,0,North America,Female,spotify
Robarte un Beso,Carlos Vives,latin,1209,1,Latin America,Male,spotify
Giving You The Benefit,Pebbles,r&b,441,0,North America,Female,spotify
Astronaut In The Ocean,Masked Wolf,rap,424,0,Oceania,Male,spotify
La Playa,Myke Towers,rap,1142,1,North America,Male,spotify
Good Morning Heartache,Chris Botti,r&b,170,0,North America,Male,spotify
Don't Break My Heart,Safire,latin,216,0,Oceania,Male,spotify
One Minute Man (feat. Ludacris),Missy Elliott,rap,695,0,North America,Female,spotify
Bonita,Cabas,latin,219,1,Latin America,Male,spotify
That's What I Want For Christmas - Remastered 1992,Nancy Wilson,r&b,139,0,North America,Female,spotify
Let's Get It On,Marvin Gaye,rock,356,0,North America,Male,spotify
Levels - Radio Edit,Avicii,pop,162,0,Europe,Male,spotify
M'$,A$AP Rocky,r&b,776,0,North America,Male,spotify
This Is The Carter,Lil Wayne,rap,914,0,North America,Male,spotify
Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,pop,226,0,Europe,Male,spotify
Alone,Alan Walker,pop,131,0,Europe,Male,spotify
Magnets (feat. Sophie Simmons),Sam Feldt,pop,282,0,Europe,Male,spotify
Speed,Kali Uchis,r&b,392,0,North America,Female,spotify
Photograph - Felix Jaehn Remix,Ed Sheeran,latin,331,0,Europe,Male,spotify
One Dance,Drake,pop,796,0,North America,Male,spotify
El Desorden,Ozuna,latin,500,1,North America,Male,spotify
Moonlight,XXXTENTACION,r&b,276,0,North America,Male,spotify
Tilt,Scott Walker,rock,223,0,Europe,Male,spotify
Never Seen The Rain,Tones and I,pop,244,0,Oceania,Female,spotify
Indica Badu,Logic,rap,795,0,North America,Male,spotify
Promise,Romeo Santos,latin,343,0,North America,Male,spotify
Un autre que moi,Fishbach,pop,259,1,Europe,Female,spotify
Nails,Ghostemane,rap,345,0,North America,Male,spotify
You Should Be Mine (Don't Waste Your Time),Brian McKnight,r&b,537,0,North America,Male,spotify
Como Le Gusta a Tu Cuerpo (feat. Michel Teló),Carlos Vives,latin,268,1,Latin America,Male,spotify
He Said She Said,Ashley Tisdale,pop,641,0,North America,Female,spotify
Asi Yo Soy,Zaturno,latin,301,1,Latin America,Male,spotify
You Deserve Better - Andrelli Remix,James Arthur,pop,385,0,Europe,Male,spotify
Next To Me,Axel Johansson,pop,249,0,Europe,Male,spotify
Sometimes,Erykah Badu,r&b,306,0,North America,Female,spotify
No One Knows,Brent Faiyaz,r&b,292,0,North America,Male,spotify
Polo A Tierra,Danna Paola,latin,416,1,North America,Female,spotify
Say My Name,Digital Farm Animals,edm,337,0,Europe,Male,spotify
Niagara (feat. Lil Peep),Ghostemane,rap,283,0,North America,Male,spotify
Speeding,Lights,pop,276,0,North America,Female,spotify
Ayo,Chris Brown,rap,660,0,North America,Male,spotify
Ocean Drive,Duke Dumont,pop,718,0,Europe,Male,spotify
Suedehead - 2011 Remaster,Morrissey,rock,194,0,Europe,Male,spotify
Voices In My Head,NIVIRO,edm,159,0,Europe,Male,spotify
Gush,Pharrell Williams,r&b,360,0,North America,Male,spotify
Party We Will Throw Now!,Warren G,rap,613,0,North America,Male,spotify
Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix,Steve Aoki,edm,339,0,North America,Male,spotify
Loyal To The Game - DJ Quik Remix (Explicit),2Pac,rap,693,0,North America,Male,spotify
Say It to My Face,Madison Beer,pop,372,0,North America,Female,spotify
Lo Que Traigo Es Flow,Funky,latin,303,1,North America,Male,spotify
Kiss Me Deadly,Lita Ford,rock,224,0,North America,Female,spotify
Polaris,Ghostemane,rap,323,0,North America,Male,spotify
Have Yourself A Merry Little Christmas - Remastered,Lou Rawls,r&b,188,0,North America,Male,spotify
Forever Scarred,FG Famous,rap,816,0,North America,Male,spotify
You Used to Love Me,Faith Evans,r&b,379,0,North America,Female,spotify
Born To Be Yours,Kygo,pop,843,0,Europe,Male,spotify
Young Jesus,Logic,rap,671,0,North America,Male,spotify
Heaven - Radio Edit,INNA,latin,294,0,Europe,Female,spotify
Backyard,Kota the Friend,rap,604,0,North America,Male,spotify
Again - Alan Walker Remix,Noah Cyrus,edm,328,0,North America,Female,spotify
Talk To Me - Frdy Remix,Topic,edm,540,0,Europe,Male,spotify
That's What I Like,Bruno Mars,pop,2176,0,North America,Male,spotify
Just Don't Give A Fuck,Eminem,rap,815,0,North America,Male,spotify
"Shakalaka (Steve Aoki, Deorro, MAKJ & Max Styler)",Steve Aoki,edm,111,0,North America,Male,spotify
Cannonball,Damien Rice,r&b,219,0,Europe,Male,spotify
Hurricane - Arty Remix,Halsey,pop,276,0,North America,Female,spotify
Bette Davis Eyes,Kim Carnes,pop,221,0,North America,Female,spotify
"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,r&b,596,0,North America,Male,spotify
No I in Team,Arizona Zervas,rap,518,0,North America,Male,spotify
Fallin',Alicia Keys,r&b,219,0,North America,Female,spotify
Hades,Ghostemane,rap,267,0,North America,Male,spotify
Breathe,Jax Jones,pop,1056,0,Europe,Male,spotify
Dancing in the Dark,Bruce Springsteen,pop,322,0,North America,Male,spotify
Heaven (featuring Do),DJ Sammy,pop,241,0,Europe,Male,spotify
Ottolenghi,Loyle Carner,pop,880,0,Europe,Male,spotify
Firework,Katy Perry,edm,379,0,North America,Female,spotify
Tyrone,Erykah Badu,r&b,299,0,North America,Female,spotify
Demons,Alec Benjamin,latin,304,0,North America,Male,spotify
I Don't Wanna Be Funny Anymore,Lucy Dacus,pop,336,0,North America,Female,spotify
Price & Shining Armor,Sean Price,rap,302,0,North America,Male,spotify
bigos,schafter,rap,528,1,Europe,Male,spotify
Blessed,Daniel Caesar,r&b,314,0,North America,Male,spotify
Warm Winds (feat. Isaiah Rashad),SZA,r&b,519,0,North America,Female,spotify
Gangsta,Darkoo,latin,647,0,Europe,Female,spotify
Mean,Taylor Swift,pop,424,0,North America,Female,spotify
NO,Meghan Trainor,pop,653,0,North America,Female,spotify
Dear Society,Madison Beer,pop,448,0,North America,Female,spotify
Dispuesto (feat. Ozuna),Maluma,rap,756,1,Latin America,Male,spotify
Right Thurr,Chingy,rap,2487,0,North America,Male,spotify
Camara Roll,Leebrian,rap,534,1,North America,Male,spotify
Make 'Em Say Ugh,Master P,rap,890,0,North America,Male,spotify
Saudi Arabi Money Rich - Babos Remix,Haftbefehl,rap,522,1,Europe,Male,spotify
Mi Error - Remix,Eladio Carrion,rap,874,1,North America,Male,spotify
Will You Still Love Me Tomorrow? - 2011,Amy Winehouse,r&b,115,0,Europe,Female,spotify
The Struggle Is Real,Struggle Jennings,rap,504,0,North America,Male,spotify
Superlove (feat. Oh Wonder),Whethan,pop,318,0,North America,Male,spotify
N Luv Wit My Money,Paul Wall,rap,888,0,North America,Male,spotify
Quien La Vio Llorar,Don Omar,latin,357,1,North America,Male,spotify
Shutter Island,Jessie Reyez,r&b,318,0,North America,Female,spotify
Poker Face,Lady Gaga,pop,548,0,North America,Female,spotify
Lost Control,Alan Walker,pop,580,0,Europe,Male,spotify
Titanium (feat. Sia),David Guetta,pop,654,0,Europe,Male,spotify
Bennie And The Jets,Elton John,rock,311,0,Europe,Male,spotify
Bandit,Hemso,rap,486,1,Europe,Male,spotify
Lighthouse - Radio Edit,Nicky Romero,edm,208,0,Europe,Male,spotify
El Clavo,Prince Royce,latin,460,1,North America,Male,spotify
Realtalk Infinity,Jigzaw,rap,744,1,Europe,Male,spotify
Forever Your Girl,Paula Abdul,r&b,406,0,North America,Female,spotify
Westside Story,The Game,rap,646,0,North America,Male,spotify
MALA,6ix9ine,latin,400,1,North America,Male,spotify
Mad Love - Cheat Codes Remix,Sean Paul,edm,582,0,Latin America,Male,spotify
"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,latin,760,1,North America,Male,spotify
Cornerstone,Benjamin Clementine,r&b,285,0,Europe,Male,spotify
Te Doy Mi Vida,Lucas Arnau,latin,230,1,Latin America,Male,spotify
Shuttin It Down,Maddix,edm,200,0,Europe,Male,spotify
Thing For You - David Guetta Remix,David Guetta,edm,550,0,Europe,Male,spotify
Feels Like We Only Go Backwards,Tame Impala,pop,711,0,Oceania,Male,spotify
Humpin' Around - Video Edit,Bobby Brown,r&b,335,0,North America,Male,spotify
Kiss Me Thru The Phone,Soulja Boy,rap,565,0,North America,Male,spotify
Alright,Logic,rap,644,0,North America,Male,spotify
Billion,Emilia,latin,403,1,Europe,Female,spotify
Let Me Love You,DJ Snake,pop,1180,0,Europe,Male,spotify
Shine,Lil Wayne,rap,938,0,North America,Male,spotify
Fire In My Soul,Oliver Heldens,pop,940,0,Europe,Male,spotify
Kids In America,Kim Wilde,pop,308,0,Europe,Female,spotify
What Child Is This,Kelly Price,r&b,348,0,North America,Female,spotify
Nightgowns,Tom Misch,pop,328,0,Europe,Male,spotify
Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,r&b,382,0,North America,Male,spotify
Baila Conmigo,Jennifer Lopez,latin,242,1,North America,Female,spotify
Girls Need Love (with Drake) - Remix,Summer Walker,r&b,520,0,North America,Female,spotify
Linda Estrella (feat. Baby Rasta y Gringo),Noriega,latin,321,1,North America,Male,spotify
Quiero Repetir,Ozuna,latin,341,1,North America,Male,spotify
Perdido En Tus Ojos,Don Omar,latin,1230,1,North America,Male,spotify
0 To 100 / The Catch Up,Drake,r&b,970,0,North America,Male,spotify
Confused,Tevin Campbell,r&b,160,0,North America,Male,spotify
GATman And Robbin,50 Cent,rap,710,0,North America,Male,spotify
Mamacita,KM,latin,463,1,Asia,Male,spotify
I Don't Dance,DMX,rap,499,0,North America,Male,spotify
If You're Gonna Lie,FLETCHER,pop,395,0,North America,Female,spotify
No Tears,Scarface,rap,505,0,North America,Male,spotify
Monks,Frank Ocean,r&b,330,0,North America,Male,spotify
Jerry Sprunger (with T-Pain),Tory Lanez,r&b,1344,0,North America,Male,spotify
Welcome to My Nightmare,Alice Cooper,rock,310,0,North America,Male,spotify
NEVER,JID,rap,824,0,North America,Male,spotify
Bad Day,Daniel Powter,pop,804,0,North America,Male,spotify
No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,edm,717,0,Europe,Male,spotify
Good Stuff,Kelis,r&b,437,0,North America,Female,spotify
"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,rap,1024,0,North America,Male,spotify
Beautiful Pain,Eminem,rap,728,0,North America,Male,spotify
Fly Away,Lenny Kravitz,rock,264,0,North America,Male,spotify
Who Do You Love?,YG,rap,553,0,North America,Male,spotify
Take You Down,ILLENIUM,edm,273,0,North America,Male,spotify
Nocturne (Pierce Fulton Remix),EDEN,edm,302,0,Europe,Male,spotify
Blurred Lines,Robin Thicke,r&b,609,0,North America,Male,spotify
Tu Pirata Soy Yo,Chayanne,latin,198,1,North America,Male,spotify
Therapy,Duke Dumont,edm,199,0,Europe,Male,spotify
Higher Ground,Stevie Wonder,r&b,227,0,North America,Male,spotify
Mala Suerte - Remix,Jory Boy,latin,357,1,North America,Male,spotify
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,rap,1648,0,North America,Male,spotify
The Box,Roddy Ricch,rap,4480,0,North America,Male,spotify
Quizas,Tony Dize,latin,373,1,North America,Male,spotify
Back To You,Madison Mars,edm,171,0,Europe,Male,spotify
Hot Legs,Rod Stewart,rock,219,0,Europe,Male,spotify
Mama,Jonas Blue,pop,780,0,Europe,Male,spotify
Freaky,Tory Lanez,rap,1980,0,North America,Male,spotify
When I Was Your Man,Bruno Mars,latin,622,0,North America,Male,spotify
Drive Way (feat. Azul Wynter),GASHI,r&b,380,0,North America,Male,spotify
One Day at a Time,Gloria Estefan,latin,114,0,North America,Female,spotify
Hello,Martin Solveig,pop,309,0,Europe,Male,spotify
Lowdown - Edit,Boz Scaggs,rock,338,0,North America,Male,spotify
burning gold - Autograf Remix,Christina Perri,pop,295,0,North America,Female,spotify
Ignition (Remix),R. Kelly,pop,485,0,North America,Male,spotify
That's The Way Love Is,Bobby Brown,r&b,319,0,North America,Male,spotify
Beautiful Trauma - Kat Krazy Remix,P!nk,edm,403,0,North America,Female,spotify
One in a Million,Aaliyah,r&b,416,0,North America,Female,spotify
At The Club,Jacquees,r&b,391,0,North America,Male,spotify
Rider,Future,rap,499,0,North America,Male,spotify
Até o céu,Anitta,r&b,370,1,Latin America,Female,spotify
Morning Sun,Robin Thicke,r&b,386,0,North America,Male,spotify
The May Queen,Robert Plant,rock,126,0,Europe,Male,spotify
Diamond Heart,Alan Walker,pop,507,0,Europe,Male,spotify
¿Qué Tengo Que Hacer?,Daddy Yankee,latin,346,1,North America,Male,spotify
Come Back To Me,Janet Jackson,r&b,212,0,North America,Female,spotify
Draco,Dillom,rap,324,1,Latin America,Male,spotify
Bitch Better Have My Money,Rihanna,rap,768,0,North America,Female,spotify
Soul Heaven,Johnnie Taylor,rap,374,0,North America,Male,spotify
VERDIEND,Chivv,latin,442,1,Europe,Male,spotify
Hey Joe,Jimi Hendrix,rock,253,0,North America,Male,spotify
Feel Right,Mark Ronson,r&b,629,0,Europe,Male,spotify
All This Love (feat. Harlœ),Robin Schulz,edm,330,0,Europe,Male,spotify
Get Up Offa That Thing,James Brown,r&b,467,0,North America,Male,spotify
Sola,Khea,rap,561,1,Latin America,Male,spotify
Que Bueno Baila Usted,Beny Moré,r&b,234,1,Latin America,Male,spotify
Forever Young,John De Sohn,pop,255,0,Europe,Male,spotify
Bidi Bidi Bom Bom,Selena,latin,282,1,North America,Female,spotify
Haven't Got Time for the Pain,Carly Simon,rock,174,0,North America,Female,spotify
On The Floor - Radio Edit,Jennifer Lopez,pop,749,0,North America,Female,spotify
Havana,Camila Cabello,pop,1608,0,North America,Female,spotify
Me Quedaré Contigo,Pitbull,latin,440,1,North America,Male,spotify
Power Over Me,Dermot Kennedy,r&b,340,0,Europe,Male,spotify
Make It Up,Shura,pop,323,0,Europe,Female,spotify
So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,pop,708,0,Europe,Male,spotify
2020,KEVVO,rap,635,1,North America,Male,spotify
La Cama,Lunay,latin,453,1,North America,Male,spotify
Sunshine - Extended Mix,diMaro,edm,220,0,Europe,Male,spotify
Unterwegs,Fler,rap,408,1,Europe,Male,spotify
On My Level (feat. Too $hort),Wiz Khalifa,rap,698,0,North America,Male,spotify
Shotta Flow 3,NLE Choppa,rap,700,0,North America,Male,spotify
Hold You Tight,Tara Kemp,r&b,290,0,North America,Female,spotify
Bloom,Troye Sivan,pop,412,0,Oceania,Male,spotify
Echoes - Edeema Remix,Lauren Aquilina,pop,364,0,Europe,Female,spotify
Forever,Tory Lanez,rap,2253,0,North America,Male,spotify
Rock Wit'cha,Bobby Brown,r&b,361,0,North America,Male,spotify
