song_title,artist,continent,gender,source,original_index,musical_genre,needs_translation,lyrics_length
NEVER,JID,north america,male,spotify,608,rap,0,824
Bad Day,Daniel Powter,north america,male,spotify,609,pop,0,804
Good Stuff,Kelis,north america,female,spotify,611,r&b,0,437
"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,north america,male,spotify,612,rap,0,1022
Beautiful Pain,Eminem,north america,male,spotify,613,rap,0,728
Fly Away,Lenny Kravitz,north america,male,spotify,614,rock,0,264
Who Do You Love?,YG,north america,male,spotify,615,rap,0,553
Take You Down,ILLENIUM,north america,male,spotify,616,edm,0,273
Blurred Lines,Robin Thicke,north america,male,spotify,618,r&b,0,609
Tu Pirata Soy Yo,Chayanne,north america,male,spotify,619,latin,1,220
Higher Ground,Stevie Wonder,north america,male,spotify,621,r&b,0,227
Mala Suerte - Remix,Jory Boy,north america,male,spotify,622,latin,1,346
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,north america,male,spotify,623,rap,0,824
The Box,Roddy Ricch,north america,male,spotify,624,rap,0,1738
Quizas,Tony Dize,north america,male,spotify,625,latin,1,426
Freaky,Tory Lanez,north america,male,spotify,629,rap,0,1618
When I Was Your Man,Bruno Mars,north america,male,spotify,630,latin,0,622
Drive Way (feat. Azul Wynter),GASHI,north america,male,spotify,631,r&b,0,380
One Day at a Time,Gloria Estefan,north america,female,spotify,632,latin,0,114
Lowdown - Edit,Boz Scaggs,north america,male,spotify,634,rock,0,338
burning gold - Autograf Remix,Christina Perri,north america,female,spotify,635,pop,0,295
Ignition (Remix),R. Kelly,north america,male,spotify,636,pop,0,485
That's The Way Love Is,Bobby Brown,north america,male,spotify,637,r&b,0,319
Beautiful Trauma - Kat Krazy Remix,P!nk,north america,female,spotify,638,edm,0,403
One in a Million,Aaliyah,north america,female,spotify,639,r&b,0,416
At The Club,Jacquees,north america,male,spotify,640,r&b,0,391
Rider,Future,north america,male,spotify,641,rap,0,496
Morning Sun,Robin Thicke,north america,male,spotify,643,r&b,0,386
¿Qué Tengo Que Hacer?,Daddy Yankee,north america,male,spotify,646,latin,1,431
Come Back To Me,Janet Jackson,north america,female,spotify,647,r&b,0,212
Bitch Better Have My Money,Rihanna,north america,female,spotify,649,rap,0,772
Soul Heaven,Johnnie Taylor,north america,male,spotify,650,rap,0,373
Hey Joe,Jimi Hendrix,north america,male,spotify,652,rock,0,253
Get Up Offa That Thing,James Brown,north america,male,spotify,655,r&b,0,467
Bidi Bidi Bom Bom,Selena,north america,female,spotify,659,latin,1,314
Haven't Got Time for the Pain,Carly Simon,north america,female,spotify,660,rock,0,174
On The Floor - Radio Edit,Jennifer Lopez,north america,female,spotify,661,pop,0,748
Havana,Camila Cabello,north america,female,spotify,662,pop,0,1608
Me Quedaré Contigo,Pitbull,north america,male,spotify,663,latin,1,466
2020,KEVVO,north america,male,spotify,667,rap,1,672
La Cama,Lunay,north america,male,spotify,668,latin,1,494
On My Level (feat. Too $hort),Wiz Khalifa,north america,male,spotify,671,rap,0,704
Shotta Flow 3,NLE Choppa,north america,male,spotify,672,rap,0,700
Hold You Tight,Tara Kemp,north america,female,spotify,673,r&b,0,290
Forever,Tory Lanez,north america,male,spotify,676,rap,0,1502
Rock Wit'cha,Bobby Brown,north america,male,spotify,677,r&b,0,361
California Soul,Marlena Shaw,north america,female,spotify,678,r&b,0,185
Slip,Elliot Moss,north america,male,spotify,680,pop,0,233
Wanted,Hunter Hayes,north america,male,spotify,681,latin,0,280
Tired,Tvbuu,north america,male,spotify,682,rap,0,392
Tired Of Ballin,Tela,north america,male,spotify,684,rap,0,800
The Weekend - Funk Wav Remix,SZA,north america,female,spotify,685,pop,0,1080
Love Of My Life,Brian McKnight,north america,male,spotify,687,r&b,0,230
Mambo Para Bailar (feat. Arcangel),Fuego,north america,male,spotify,688,latin,1,373
Hold My Hand,Michael Jackson,north america,male,spotify,689,latin,0,423
Dibiase,03 Greedo,north america,male,spotify,690,rap,0,495
Please Me,Cardi B,north america,female,spotify,691,pop,0,980
I Care About You,Babyface,north america,male,spotify,692,r&b,0,374
Dear Mama,2Pac,north america,male,spotify,693,rap,0,712
Protect Da Brand (feat. DaBaby),Moneybagg Yo,north america,male,spotify,694,rap,0,830
Diamonds (with Normani),Megan Thee Stallion,north america,female,spotify,695,rap,0,1835
Scars To Your Beautiful,Alessia Cara,north america,female,spotify,696,pop,0,1320
Gumbo,Jay Rock,north america,male,spotify,697,r&b,0,615
Sweet Soul Music,Arthur Conley,north america,male,spotify,700,rap,0,222
Fly,Lucky Daye,north america,male,spotify,701,r&b,0,276
Halfway There,ROZES,north america,female,spotify,702,pop,0,283
Treat You Better - Ashworth Remix,Shawn Mendes,north america,male,spotify,704,edm,0,300
As Long As You Love Me,Justin Bieber,north america,male,spotify,705,pop,0,1124
Bounce Back,Big Sean,north america,male,spotify,706,rap,0,681
Under,Mac Ayres,north america,male,spotify,707,r&b,0,271
Drunk Dialing...LODT,Summer Walker,north america,female,spotify,708,r&b,0,194
Ella Me Beso - Remix,Elvis Crespo,north america,male,spotify,710,latin,1,365
Love Galore (feat. Travis Scott),SZA,north america,female,spotify,711,r&b,0,588
Uptown (feat. Bun B & Lil Wayne),Drake,north america,male,spotify,712,rap,0,909
Crawl Outta Love,ILLENIUM,north america,male,spotify,713,edm,0,375
Enemy Turf,Juvenile,north america,male,spotify,716,rap,0,600
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,north america,female,spotify,719,pop,0,266
Let's Go Crazy,Prince,north america,male,spotify,721,r&b,0,352
What About Us,P!nk,north america,female,spotify,722,edm,0,319
I'm Your Baby Tonight,Whitney Houston,north america,female,spotify,723,r&b,0,430
Teach Him - Acoustic Version,Melanie Fiona,north america,female,spotify,724,r&b,0,216
Rain (feat. Vince Staples),Mac Miller,north america,male,spotify,725,r&b,0,413
Judas,Lady Gaga,north america,female,spotify,726,pop,0,452
Angel (Live),Lalah Hathaway,north america,female,spotify,727,r&b,0,208
Street Dreams,Nas,north america,male,spotify,728,rap,0,710
Lay Up,Future,north america,male,spotify,729,rap,0,680
"Gone Baby, Don't Be Long",Erykah Badu,north america,female,spotify,730,r&b,0,409
"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",Bad Bunny,north america,male,spotify,731,rap,1,966
You & Me,Marc E. Bassy,north america,male,spotify,733,edm,0,358
Wine & Chocolates - andhim Remix Radio Version,Theophilus London,north america,male,spotify,734,edm,0,391
Glitter,"Tyler, The Creator",north america,male,spotify,735,r&b,0,411
You Can Call Me Al,Paul Simon,north america,male,spotify,738,rock,0,387
Broccoli,DRAM,north america,male,spotify,739,rap,0,592
"Figures, a Reprise",Jessie Reyez,north america,female,spotify,740,r&b,0,275
Madura (feat. Bad Bunny),Cosculluela,north america,male,spotify,746,latin,1,1032
How You Want It?,Teyana Taylor,north america,female,spotify,747,r&b,0,586
Tho Dem Wraps,Nelly,north america,male,spotify,748,rap,0,736
Believe,Raheem DeVaughn,north america,male,spotify,749,r&b,0,206
Stop By,Rahsaan Patterson,north america,male,spotify,750,r&b,0,227
Heartless (feat. Morgan Wallen),Diplo,north america,male,spotify,754,pop,0,398
Into The Night,Benny Mardones,north america,male,spotify,758,rock,0,195
Kill For You,Skylar Grey,north america,female,spotify,759,latin,0,493
Motivation,Normani,north america,female,spotify,760,pop,0,2944
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,north america,male,spotify,761,rap,0,744
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,north america,male,spotify,762,pop,0,948
Star,Gary Clark Jr.,north america,male,spotify,763,r&b,0,211
You Send Me,Nicolette Larson,north america,female,spotify,764,rock,0,194
Control,Emmit Fenn,north america,male,spotify,766,edm,0,192
Guerrilla,Juvenile,north america,male,spotify,768,rap,0,974
Mary Jane,Scarface,north america,male,spotify,769,rap,0,479
Next Song,DaBaby,north america,male,spotify,770,rap,0,404
Rare,Selena Gomez,north america,female,spotify,771,pop,0,798
Kill Jill,Big Boi,north america,male,spotify,773,rap,0,743
ATF,DMX,north america,male,spotify,774,rap,0,325
boyfriend (with Social House),Ariana Grande,north america,female,spotify,777,pop,0,1130
I Swear,Ledisi,north america,female,spotify,778,r&b,0,326
Hold Up,Beyoncé,north america,female,spotify,779,pop,0,1272
Save That Shit,Lil Peep,north america,male,spotify,780,rap,0,397
Keep On Walkin',CeCe Peniston,north america,female,spotify,781,r&b,0,276
Lucid Dreams,Juice WRLD,north america,male,spotify,783,latin,0,597
Rules,Doja Cat,north america,female,spotify,784,r&b,0,660
Ain't Nobody Worryin',Anthony Hamilton,north america,male,spotify,785,r&b,0,392
Runnin' Down A Dream,Tom Petty,north america,male,spotify,786,rock,0,180
Every Little Step,Bobby Brown,north america,male,spotify,787,rock,0,1112
Back Door Santa,Clarence Carter,north america,male,spotify,788,r&b,0,255
Whatchusay,Sevyn Streeter,north america,female,spotify,790,r&b,0,465
Blinding Lights,The Weeknd,north america,male,spotify,791,pop,0,2040
On The Real Tip,Def Jef,north america,male,spotify,793,r&b,0,772
Should've Said It,Camila Cabello,north america,female,spotify,794,r&b,0,415
Scars (Come With Livin') - Neon Feather Remix,TobyMac,north america,male,spotify,796,pop,0,581
Purple Haze,Jimi Hendrix,north america,male,spotify,797,rock,0,127
Bad Romance,Lady Gaga,north america,female,spotify,799,pop,0,1989
Here I Go,Mystikal,north america,male,spotify,800,rap,0,856
Nowhere to Run,Brennan Savage,north america,male,spotify,801,rap,0,320
Sundown,Gordon Lightfoot,north america,male,spotify,802,rock,0,236
En La Cama (feat. Daddy Yankee),Nicky Jam,north america,male,spotify,806,latin,1,430
Dancing On The Ceiling,Lionel Richie,north america,male,spotify,808,rock,0,348
Wild Wild West (feat. Gunna),Offset,north america,male,spotify,810,r&b,0,963
Back Up,DeJ Loaf,north america,female,spotify,812,rap,0,832
Soul Survivor,Jeezy,north america,male,spotify,813,rap,0,711
"I Am The Highway - Live At Queen Elizabeth Theatre, Toronto, ON/2011",Chris Cornell,north america,male,spotify,814,rock,0,173
All Time Low,Jon Bellion,north america,male,spotify,816,pop,0,376
Cat Scratch Fever,Ted Nugent,north america,male,spotify,817,rock,0,225
Let Me Go,Avril Lavigne,north america,female,spotify,819,rock,0,267
For Real,Amel Larrieux,north america,female,spotify,820,r&b,0,238
We Ready,Archie Eversole,north america,male,spotify,822,rap,0,462
All That - The Knocks Remix,Carly Rae Jepsen,north america,female,spotify,825,pop,0,487
Fun Up Here (feat. Logic),Mike Posner,north america,male,spotify,827,rap,0,379
Goodbyes (feat. Young Thug),Post Malone,north america,male,spotify,828,latin,0,802
If,Janet Jackson,north america,female,spotify,829,r&b,0,498
You Give Good Love,Whitney Houston,north america,female,spotify,831,rock,0,442
Ether,Nas,north america,male,spotify,833,rap,0,953
Rubbin Off The Paint,YBN Nahmir,north america,male,spotify,835,rap,0,508
Wolves,Selena Gomez,north america,female,spotify,838,pop,0,1420
Who Want It,David Banner,north america,male,spotify,841,rap,0,483
goodnight n go,Ariana Grande,north america,female,spotify,844,pop,0,362
Crew Love,Drake,north america,male,spotify,846,r&b,0,367
Nonstop,Drake,north america,male,spotify,849,latin,0,1378
listen before i go,Billie Eilish,north america,female,spotify,850,r&b,0,168
On & On,Erykah Badu,north america,female,spotify,851,r&b,0,918
Work,Charlotte Day Wilson,north america,female,spotify,852,r&b,0,128
imagine,Ariana Grande,north america,female,spotify,853,pop,0,287
Bake Sale (feat. Travis Scott),Wiz Khalifa,north america,male,spotify,855,rap,0,549
Sleigh Ride,Tamar Braxton,north america,female,spotify,857,r&b,0,216
Copperhead Road,Steve Earle,north america,male,spotify,858,latin,0,264
Rise Up,Andra Day,north america,female,spotify,859,r&b,0,267
Crazy In Love (feat. Jay-Z),Beyoncé,north america,female,spotify,860,pop,0,810
Lifetime,Maxwell,north america,male,spotify,861,r&b,0,328
Shooting Arrows,Lane 8,north america,male,spotify,863,edm,0,240
We Found Love,Rihanna,north america,female,spotify,867,latin,0,410
lovely (with Khalid),Billie Eilish,north america,female,spotify,868,r&b,0,182
Rub You The Right Way - J.G. Classic,Johnny Gill,north america,male,spotify,869,r&b,0,493
SICKO MODE - Skrillex Remix,Travis Scott,north america,male,spotify,871,rap,0,785
One Night - Vicetone Remix,Matthew Koma,north america,male,spotify,875,edm,0,341
Regulars,Allie X,north america,female,spotify,876,pop,0,246
Ruff Ryders' Anthem,DMX,north america,male,spotify,879,rap,0,618
Loungin (Who Do Ya Luv) - Remix,LL Cool J,north america,male,spotify,881,r&b,0,617
One Call Away,Chingy,north america,male,spotify,883,rap,0,1826
The Rain,DMX,north america,male,spotify,886,rap,0,468
This Love,Kadhja Bonet,north america,female,spotify,887,r&b,0,182
I Smile,Kirk Franklin,north america,male,spotify,888,r&b,0,614
If This Is Love,Frank Mccomb,north america,male,spotify,890,r&b,0,160
Money Trees,Kendrick Lamar,north america,male,spotify,891,r&b,0,1089
So Am I,Ava Max,north america,female,spotify,894,pop,0,1287
Tres Gotas De Agua Bendita,Gloria Estefan,north america,female,spotify,895,latin,1,407
Revival,Gregory Porter,north america,male,spotify,898,pop,0,196
SLOW DANCING IN THE DARK,Joji,north america,male,spotify,899,r&b,0,260
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,north america,male,spotify,902,rap,0,871
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,north america,male,spotify,903,latin,0,866
It's All on U - T-Mass & LZRD Remix,ILLENIUM,north america,male,spotify,904,rap,0,444
Mask Off,Future,north america,male,spotify,906,pop,0,1056
Si No Te Quiere (feat. D.OZi),Ozuna,north america,male,spotify,910,latin,1,393
Love Is A Battlefield,Pat Benatar,north america,female,spotify,911,rock,0,275
Bitch Please II,Eminem,north america,male,spotify,913,rap,0,891
Virtual Diva,Don Omar,north america,male,spotify,915,latin,1,406
Hit Me With Your Best Shot,Pat Benatar,north america,female,spotify,916,rock,0,412
The Rhythm,Kwame,north america,male,spotify,918,rap,0,655
Amor Loquito,Josue Diaz,north america,male,spotify,920,latin,1,455
Cadillacs & Chevys,Jarren Benton,north america,male,spotify,922,r&b,0,549
Those Kinda Nights (feat. Ed Sheeran),Eminem,north america,male,spotify,923,r&b,0,640
On And On,Stephen Bishop,north america,male,spotify,924,rock,0,229
Soldier,James TW,europe,male,spotify,1,r&b,0,370
Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,europe,male,spotify,4,r&b,1,502
You Don't Know Me - Radio Edit,Jax Jones,europe,male,spotify,10,pop,0,578
It's You - Radio Edit,Syn Cole,europe,male,spotify,18,pop,0,148
Bongo Bong,Manu Chao,europe,male,spotify,19,latin,0,505
Shine - Kygo Remix,Benjamin Francis Leftwich,europe,male,spotify,21,pop,0,266
Dancing On My Own - Tiësto Remix,Calum Scott,europe,male,spotify,22,edm,0,288
Suave,Tabitha,europe,female,spotify,24,latin,1,290
Always Gonna Say Sorry,Joakim Molitor,europe,male,spotify,32,edm,0,262
SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,europe,male,spotify,33,rap,1,507
It Runs Through Me,Tom Misch,europe,male,spotify,37,pop,0,1150
Nothing Really Matters - Afrojack Remix,Mr. Probz,europe,male,spotify,38,edm,0,254
This Is How We Party (with Icona Pop),R3HAB,europe,male,spotify,47,edm,0,244
Tokyo,Lianne La Havas,europe,female,spotify,48,r&b,0,205
Watch Me Dance,Tom Misch,europe,male,spotify,54,r&b,0,273
Switch,Afrojack,europe,male,spotify,57,pop,0,258
CAN YOU HEAR ME NOW?,Bishop Briggs,europe,female,spotify,60,rock,0,366
Congratulations - Don Diablo VIP Mix,Don Diablo,europe,male,spotify,68,edm,0,264
No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,europe,female,spotify,70,pop,0,185
April Showers,Proleter,europe,male,spotify,71,edm,0,107
Ocean Drive - Michael Calfan Remix,Duke Dumont,europe,male,spotify,75,edm,0,359
Goodness Gracious - The Chainsmokers Extended Remix,Ellie Goulding,europe,female,spotify,83,edm,0,352
48H (feat. Sfera Ebbasta),Izi,europe,male,spotify,90,rap,1,407
Make Me Feel Better - Klingande Remix,Alex Adair,europe,male,spotify,92,latin,0,164
Ich Binnezz,Bonez MC,europe,male,spotify,94,rap,1,458
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,europe,female,spotify,96,edm,0,357
Bad (feat. Vassy) - Radio Edit,David Guetta,europe,male,spotify,101,edm,0,141
Headlights (feat. Ilsey),Robin Schulz,europe,male,spotify,103,pop,0,190
Sektion (feat. Branco & Gilli),Benny Jamz,europe,male,spotify,109,rap,1,565
Peachy Keen,L Devine,europe,female,spotify,112,pop,0,206
Guardia Civil,Reda Rwena,europe,male,spotify,115,rap,1,645
Calabria - Firebeatz Remix,Rune RK,europe,male,spotify,116,edm,0,1292
