artist,song_title,gender,ethnicity,lyrics_source
Tata Young,Come Rain Come Shine,Female,Asia,genius
Hitomi,fact,Female,Asia,genius
Crystal Kay,Time Of Love,Female,Asia,genius
Kotoko,Crossed Destiny,Female,Asia,genius
Freddie Aguilar,Mindanao,Male,Asia,genius
Hayko Cepkin,Seninki Dert Mi?,Male,Asia,genius
A. R. Rahman,Aise Na Dekho,Male,Asia,genius
Tarkan,Sorma Kalbim,Male,Asia,genius
Kotoko,Lilies Line,Female,Asia,genius
Iwan Fals,Satu-Satu,Male,Asia,genius
Zee Avi,Poppy,Female,Asia,genius
Kahimi Karie,I Am A Kitten,Female,Asia,genius
Siti Nurhaliza,Hanya Dirimu,Female,Asia,genius
Olivia Ong,Wave,Female,Asia,genius
Noa,Desire,Female,Asia,genius
Susan Wong,For Once In My Life,Female,Asia,genius
Anuar Zain,Ketulusan Hati,Male,Asia,genius
Haluk Levent,Kader,Male,Asia,genius
Ebiet G. Ade,Berjalan Di Hutan Cemara,Male,Asia,genius
Yasmin Levy,Una Ora,Female,Asia,genius
Crystal Kay,Private Dancers,Female,Asia,genius
Sarah Geronimo,Prinsesa Ng Puso Mo,Female,Asia,genius
Yui,Rain,Female,Asia,genius
Keren Ann,La Forme Et Le Fond,Female,Asia,genius
Esther Ofarim,Shirat Hanoded,Female,Asia,genius
Bonnie Pink,Try Me Out,Female,Asia,genius
Olivia Ong,Foolery,Female,Asia,genius
Iwan Fals,Azan Subuh Masih Di Telinga,Male,Asia,genius
Erik Santos,Maging Sino Ka Man,Male,Asia,genius
Mike Brant,Toutes Les Couleurs,Male,Asia,genius
Ahmet Kaya,Tezkere,Male,Asia,genius
Iwan Fals,Berkacalah Jakarta,Male,Asia,genius
Ebiet G. Ade,Khilaf,Male,Asia,genius
Nujabes,Horn In The Middle,Male,Asia,genius
Ajda Pekkan,Aldatma,Female,Asia,genius
Nujabes,Reflection Eternal,Male,Asia,genius
Regine Velasquez,Babalikang Muli,Female,Asia,genius
Iwan Fals,Pinggiran Kota Besar,Male,Asia,genius
Charice,Louder,Female,Asia,genius
Juris Fernandez,Nandiyan Ka Lang Pala,Female,Asia,genius
Inoran,Rightaway,Male,Asia,genius
Kyla,Hanggang Ngayon,Female,Asia,genius
Siti Nurhaliza,Damak,Female,Asia,genius
Susan Wong,The Letter,Female,Asia,genius
A. R. Rahman,Ay Hairathe,Male,Asia,genius
Tatsh,Alive,Male,Asia,genius
Rie Fu,Feel The Same,Female,Asia,genius
Sezen Aksu,Biliyorsun,Female,Asia,genius
Regine Velasquez,I Want To Know What Love Is,Female,Asia,genius
Hitomi,LOVE CONCENT,Female,Asia,genius
Atiye,Budur,Female,Asia,genius
Bonnie Pink,Water Me,Female,Asia,genius
Sezen Aksu,Hazan,Female,Asia,genius
Hande Yener,Yola Devam,Female,Asia,genius
Daliah Lavi,"Oh, Wann Kommst Du?",Female,Asia,genius
A. R. Rahman,Jai Ho,Male,Asia,genius
Love,Bummer In The Summer,Female,Asia,genius
Haluk Levent,Oyun,Male,Asia,genius
Keiichi Okabe,Grandma,Male,Asia,genius
Haluk Levent,Anlasana,Male,Asia,genius
Kyla,With You,Female,Asia,genius
Aizat,Pergi,Male,Asia,genius
Mohit Chauhan,Man Lafanga,Male,Asia,genius
Iwan Fals,Yang Tersendiri,Male,Asia,genius
A. R. Rahman,Roobaroo,Male,Asia,genius
Regine Velasquez,You Made Me Stronger,Female,Asia,genius
Borgore,Be Ourselves,Male,Asia,genius
Inoran,Spirit,Male,Asia,genius
Sezen Aksu,Lunapark,Female,Asia,genius
Bonnie Pink,"Tonight, The Night",Female,Asia,genius
LiSA,Rising Hope,Female,Asia,genius
Kahimi Karie,Lolitapop Dollhouse,Female,Asia,genius
Rie Fu,Life Is Like A Boat,Female,Asia,genius
Kishore Kumar,Jhumroo: Main Hoon Jhoom Jhoom Jhumroo,Male,Asia,genius
DJ Honda,Intro,Male,Asia,genius
Lia,"My Soul, Your Beats!",Female,Asia,genius
Sowelu,Beautiful Dreamer,Female,Asia,genius
Kahimi Karie,Elastic Girl,Female,Asia,genius
Daniel Padilla,Kasama Kang Tumanda,Male,Asia,genius
Iwan Fals,Sebelum Kau Bosan,Male,Asia,genius
Bonnie Pink,Mad Afternoon,Female,Asia,genius
Crystal Kay,Ex-Boyfriend,Female,Asia,genius
Love,I Still Wonder,Female,Asia,genius
Bombino,Tamiditine,Male,Africa,genius
Howard Carpendale,Ti Amo,Male,Africa,genius
Koffi Olomide,Miss Nicole,Female,Africa,genius
Fela Kuti,Unknown Soldier,Male,Africa,genius
Stef Bos,Slaap Zacht,Male,Africa,genius
Lianie May,Jy Soen My Nie Meer Nie,Female,Africa,genius
Chris Letcher,Milk,Male,Africa,genius
Nicholis Louw,Everything I Touch,Male,Africa,genius
Emel Mathlouthi,Ma Lkit,Female,Africa,genius
Stef Bos,Ooit Op Een Dag,Male,Africa,genius
Miriam Makeba,Icala,Female,Africa,genius
Nicholis Louw,Crying,Male,Africa,genius
Amine,Le Chemin,Male,Africa,genius
Keziah Jones,Functional,Male,Africa,genius
Bok Van Blerk,Vodka En OJ,Male,Africa,genius
Amine,Win,Male,Africa,genius
Bombino,Ahulakamine Hulan,Male,Africa,genius
Andy Allo,When Stars Collide,Female,Africa,genius
Stef Bos,Suikerbossie,Male,Africa,genius
DJ Fresh,Starfall,Male,Africa,genius
Piet Botha,Die Kind,Male,Africa,genius
Nicholis Louw,Angel In Your Eyes,Male,Africa,genius
Richard Bona,O Sen Sen Sen,Male,Africa,genius
Piet Botha,Marilyn Monroe,Male,Africa,genius
Stef Bos,Het Laatste Woord,Male,Africa,genius
Jack Parow,Eksie Ou,Male,Africa,genius
Miriam Makeba,Soweto Blues,Female,Africa,genius
Salif Keita,Seydou,Male,Africa,genius
Stef Bos,Samen Staan We Sterk,Male,Africa,genius
Lucky Dube,Soldier,Male,Africa,genius
Afric Simone,Playa Blanca,Male,Africa,genius
Coenie De Villiers,Kleintyd Verby,Male,Africa,genius
William Onyeabor,Good Name,Male,Africa,genius
Akon,Miss Melody -,Male,Africa,genius
Bok Van Blerk,So Waai Die Wind,Male,Africa,genius
Lucky Dube,Family Ties,Male,Africa,genius
Bok Van Blerk,Lenteblomme,Male,Africa,genius
Stef Bos,Alleen Voor Jou,Male,Africa,genius
Lebo M,Kube,Male,Africa,genius
Bok Van Blerk,'N Goeie Man,Male,Africa,genius
Richard Bona,Mbemba Mama,Male,Africa,genius
Lokua Kanza,Life,Male,Africa,genius
Stef Bos,Stad Van Goud (Egoli II),Male,Africa,genius
Keziah Jones,Wet Questions,Male,Africa,genius
Brenda Fassie,Vuli Ndlela,Female,Africa,genius
DJ Fresh,Lassitude,Male,Africa,genius
Akon,Cocaine Cowboy,Male,Africa,genius
Stef Bos,Jardin Du Luxembourg,Male,Africa,genius
Amine,Finiki,Male,Africa,genius
Howard Carpendale,Deine Spuren Im Sand,Male,Africa,genius
Salif Keita,Souvent,Male,Africa,genius
Cheb Mami,Meli Meli,Male,Africa,genius
Salif Keita,Dery,Male,Africa,genius
Bok Van Blerk,Jy Praat Nog Steeds My Taal,Male,Africa,genius
Howard Carpendale,Auf Der Langen Reise Durch Die Nacht,Male,Africa,genius
Nicholis Louw,Love Me Now,Male,Africa,genius
Stef Bos,Jij Daar In Het Donker,Male,Africa,genius
Akon,Kill The Dance (Got Something For Ya),Male,Africa,genius
Chris Letcher,Deep Frieze,Male,Africa,genius
Watkin Tudor Jones,Visitor,Male,Africa,genius
Lucky Dube,God Bless The Women,Male,Africa,genius
Akon,Oh Africa,Male,Africa,genius
DJ Fresh,Dibby Dibby Sound,Male,Africa,genius
Akon,Beautiful,Male,Africa,genius
Adie,Redemption Song,Female,Africa,genius
Stef Bos,De Tovenaar,Male,Africa,genius
Lucky Dube,Mickey Mouse Freedom,Male,Africa,genius
Cheb Mami,Cosi Celeste,Male,Africa,genius
Miriam Makeba,Mabhongo,Female,Africa,genius
Lucky Dube,Trinity,Male,Africa,genius
Stef Bos,De Eenvoud,Male,Africa,genius
Hindi Zahra,Silence,Female,Africa,genius
Jack Parow,Farmhouse Brekvis,Male,Africa,genius
Miriam Makeba,Ngalala Phantsi,Female,Africa,genius
Howard Carpendale,Wenn Unsere Liebe Ewig So Bliebe,Male,Africa,genius
Stef Bos,Relatief,Male,Africa,genius
Stef Bos,Hosane,Male,Africa,genius
Chris Letcher,If Nothing Else,Male,Africa,genius
Keziah Jones,Where Is Life?,Male,Africa,genius
Nicholis Louw,Ek Klop Aan Jou Hart,Male,Africa,genius
Bob Azzam,Mustapha,Male,Africa,genius
Stef Bos,Het Avondland,Male,Africa,genius
Stef Bos,Salvador Dali,Male,Africa,genius
DJ Fresh,Make U Bounce,Male,Africa,genius
Juanita Du Plessis,Why Me Lord,Female,Africa,genius
Johannes Kerkorrel,Blou Aarde,Male,Africa,genius
Lucky Dube,Together As One,Male,Africa,genius
Laurika Rauch,Hoe Draai Die Wind Dan Nou,Female,Africa,genius
Akon,Look Me In My Eyes,Male,Africa,genius
Zaho,Tout Est Pareil,Female,Africa,genius
Francois Van Coke,"Waarheid, Weg En Lewe",Male,Africa,genius
Eddy Wata,I Love My People,Male,Africa,genius
Akon,Locked Up,Male,Africa,genius
Stef Bos,Zondag In Soweto,Male,Africa,genius
Keziah Jones,Funk 'N' Circumstance,Male,Africa,genius
Akon,Mama Africa (Remix),Male,Africa,genius
DJ Fresh,Throw,Male,Africa,genius
John Kongos,Try To Touch Just One,Male,Africa,genius
Stef Bos,Diep In Het Zuiden,Male,Africa,genius
Karen Zoid,Beautiful,Female,Africa,genius
Cofield Mundi,Count Me Out,Female,Africa,genius
Howard Carpendale,Noch Hast Du Dein Ganzes Leben Vor Dir,Male,Africa,genius
Bok Van Blerk,BMX En Bende,Male,Africa,genius
Stef Bos,Izaninonke,Male,Africa,genius
Keziah Jones,Frinigro Interstellar,Male,Africa,genius
DJ Fresh,Believer,Male,Africa,genius
Lucky Dube,Together As One,Male,Africa,genius
Stef Bos,De Figuranten,Male,Africa,genius
Nicholis Louw,Do You Remember Me,Male,Africa,genius
Akon,Tired Of Runnin,Male,Africa,genius
Trevor Rabin,Hold On To Me,Male,Africa,genius
Lebo M,The Lion Sleeps Tonight,Male,Africa,genius
Johnny Clegg,4 Box Square,Male,Africa,genius
Stef Bos,De Tederheid,Male,Africa,genius
Lucky Dube,Steel Bars,Male,Africa,genius
Lira,Iris,Female,Africa,genius
Stef Bos,De Onderstroom,Male,Africa,genius
Johnny Clegg,Nyembezi (Tears),Male,Africa,genius
Lucky Dube,Peace Perfect Peace,Male,Africa,genius
Akon,Someone,Male,Africa,genius
Nicholis Louw,Net Vir My,Male,Africa,genius
Lebo M,Lala,Male,Africa,genius
Akon,Easy Road,Male,Africa,genius
Akon,Locked Up (Remix),Male,Africa,genius
Bok Van Blerk,Konyne,Male,Africa,genius
Akon,Smack That,Male,Africa,genius
DJ Fresh,Gold Dust,Male,Africa,genius
Calvin Mackenzie,One Night,Male,Africa,genius
Jack Parow,"Dans, Dans, Dans",Male,Africa,genius
Lucky Dube,Oh My Son,Male,Africa,genius
Salif Keita,Madan,Male,Africa,genius
Andy Allo,The Calm,Female,Africa,genius
Johnny Clegg,Siyayilanda,Male,Africa,genius
Miriam Makeba,Lakutshn Ilanga,Female,Africa,genius
Stef Bos,Tussen De Liefde En De Leegte,Male,Africa,genius
Lebo M,He Lives In You,Male,Africa,genius
Stef Bos,Als Dat Genoeg Is,Male,Africa,genius
Stef Bos,Hillbrow,Male,Africa,genius
Akon,Stay Down,Male,Africa,genius
Coenie De Villiers,Kring Om Die Maan,Male,Africa,genius
Miriam Makeba,Umam ' Uyajabula,Female,Africa,genius
Richard Bona,Na Mala Nde,Male,Africa,genius
Akon,Time Is Money,Male,Africa,genius
Johnny Clegg,The Revolution Will Eat Its Children (Anthem For Uncle Bob),Male,Africa,genius
Lucky Dube,Remember Me,Male,Africa,genius
Keziah Jones,Man With The Scar,Male,Africa,genius
Keziah Jones,Nigerian Wood,Male,Africa,genius
Fela Kuti,Trouble Sleep Yanga Wake Am,Male,Africa,genius
Keziah Jones,The Waxing And The Waning,Male,Africa,genius
Stef Bos,Het Antwoord,Male,Africa,genius
DJ Fresh,Closer,Male,Africa,genius
Adie,Soon,Female,Africa,genius
Irma,Save Me,Female,Africa,genius
Stef Bos,Arme Schapen,Male,Africa,genius
Stef Bos,Vroeg Of Laat,Male,Africa,genius
Keziah Jones,Pleasure Is Kisses Within,Male,Africa,genius
Nicholis Louw,Run Away With You,Male,Africa,genius
Stef Bos,De Veldslag,Male,Africa,genius
Stef Bos,Wat Een Wonder,Male,Africa,genius
Idir,Tout Ce Temps,Male,Africa,genius
Keziah Jones,The Funderlying Undermentals,Male,Africa,genius
Lucky Dube,Changing World,Male,Africa,genius
Akon,Ghetto Soldier,Male,Africa,genius
Akon,Never Took The Time,Male,Africa,genius
Idir,A Vava Inouva 2,Male,Africa,genius
Jack Parow,I Miss,Male,Africa,genius
Zaho,Tourner La Page,Female,Africa,genius
Miriam Makeba,"Khawuleza (Hurry, Mama, Hurry!)",Female,Africa,genius
Johnny Clegg,Kwela Man,Male,Africa,genius
Akon,Clap Again,Male,Africa,genius
Emel Mathlouthi,Stranger,Female,Africa,genius
Manu Dibango,Soul Makossa,Male,Africa,genius
Miriam Makeba,Malaika,Female,Africa,genius
Lucky Dube,Serious Reggae Business,Male,Africa,genius
Keziah Jones,The Invisible Ladder,Male,Africa,genius
Stef Bos,De Nachtwaker,Male,Africa,genius
Akon,Big Dog,Male,Africa,genius
Yoav,Adore Adore,Male,Africa,genius
Heinz Winckler,Once In A Lifetime,Male,Africa,genius
Miriam Makeba,Kulo Nyaka,Female,Africa,genius
Aleah,Water And Wine,Female,Africa,genius
Akon,Who Dat Girl,Male,Africa,genius
Hindi Zahra,Music,Female,Africa,genius
Stef Bos,Morgen,Male,Africa,genius
Nicholis Louw,Net Vir Jou,Male,Africa,genius
Salif Keita,Moussolou,Male,Africa,genius
Lucky Dube,Take It To Jah,Male,Africa,genius
Yoav,One By One,Male,Africa,genius
John Kongos,Jubilee Cloud,Male,Africa,genius
Hugh Masekela,I Will,Male,Africa,genius
Jack Parow,Tussen Stasies,Male,Africa,genius
Watkin Tudor Jones,Sleepy Head,Male,Africa,genius
Fela Kuti,Look And Laugh,Male,Africa,genius
Adie,Your Way,Female,Africa,genius
Coenie De Villiers,Liefdesraaisel,Male,Africa,genius
Akon,Work It,Male,Africa,genius
Bok Van Blerk,Stuk Van Jou,Male,Africa,genius
Yoav,Live,Male,Africa,genius
Idir,A Vava Inouva,Male,Africa,genius
Howard Carpendale,Indianapolis,Male,Africa,genius
Bombino,Adinat,Male,Africa,genius
Zaho,Maintenant Ou Jamais,Female,Africa,genius
Coenie De Villiers,Liefdesversie,Male,Africa,genius
Ryan Belhsen,Rock Your Body,Male,Africa,genius
Akon,Sweetest Girl,Male,Africa,genius
Nicholis Louw,Arms Of Mary,Male,Africa,genius
Stef Bos,De Hofnar,Male,Africa,genius
Richard Bona,Samaouma,Male,Africa,genius
Miriam Makeba,Nomeva,Female,Africa,genius
Miriam Makeba,Ungakanani,Female,Africa,genius
Stef Bos,Breek De Stilte,Male,Africa,genius
Fela Kuti,Monday Morning In Lagos,Male,Africa,genius
Lucky Dube,My Game,Male,Africa,genius
Keziah Jones,Beautiful Emilie,Male,Africa,genius
Miriam Makeba,Baya Jabula,Female,Africa,genius
Keziah Jones,Free Your Soul,Male,Africa,genius
Lucky Dube,Affirmative Action,Male,Africa,genius
Lucky Dube,The Hand That Giveth,Male,Africa,genius
Majek Fashek,Redemption Song,Male,Africa,genius
Zaho,Imagine,Female,Africa,genius
Chris Chameleon,Sterredank,Male,Africa,genius
Adie,What Have I Done,Female,Africa,genius
Nicholis Louw,Emmers Vol Liefde,Male,Africa,genius
Lucky Dube,"Different Colours, One People",Male,Africa,genius
Stef Bos,De Optocht,Male,Africa,genius
Lucky Dube,I Want To Know What Love Is,Male,Africa,genius
Fela Kuti,Expensive Shit,Male,Africa,genius
Nicholis Louw,Ek Wonder,Male,Africa,genius
Nicholis Louw,Say Goodbye,Male,Africa,genius
Lucky Dube,War And Crime,Male,Africa,genius
Nicholis Louw,Jy Jy Jy,Male,Africa,genius
Idir,Ya Babba,Male,Africa,genius
Lucky Dube,I Wanna Take You To Jamaica,Male,Africa,genius
Lucky Dube,Good Things,Male,Africa,genius
Miriam Makeba,Ngiya Khuyeka,Female,Africa,genius
Stef Bos,Papa,Male,Africa,genius
Stef Bos,De Eenzaamheid,Male,Africa,genius
Trevor Rabin,Promises,Male,Africa,genius
Keziah Jones,Never Gonna Let You Go,Male,Africa,genius
Stef Bos,Ik Mis Jou,Male,Africa,genius
Lucky Dube,Never Leave You,Male,Africa,genius
Chris Letcher,Misheen,Male,Africa,genius
Bok Van Blerk,Tyd Om Te Trek?,Male,Africa,genius
Keziah Jones,Runaway (Slavery Days Are Over),Male,Africa,genius
Miriam Makeba,Saduva,Female,Africa,genius
Amine,Ma Vie,Male,Africa,genius
Akon,Im So Paid (Remix),Male,Africa,genius
Zaho,Dima (Version Arabe),Female,Africa,genius
Gert Vlok Nel,Timotei Sjampoe,Male,Africa,genius
Howard Carpendale,Du Bist Nicht Mehr Wie Sonst Zu Mir,Male,Africa,genius
Baaba Maal,Daande Lenol,Male,Africa,genius
Nicholis Louw,Trying To Break My Heart,Male,Africa,genius
Coenie De Villiers,Vir Jou,Male,Africa,genius
Emel Mathlouthi,Kelmti Horra,Female,Africa,genius
Lianie May,Boerevry,Female,Africa,genius
Cofield Mundi,Back To This,Female,Africa,genius
Salif Keita,Tomorrow,Male,Africa,genius
Miriam Makeba,Mbube,Female,Africa,genius
Keziah Jones,Femiliarise,Male,Africa,genius
Idir,Ssendu,Male,Africa,genius
Danny K,Beautiful,Male,Africa,genius
Akon,Shakedown Remix,Male,Africa,genius
Nicholis Louw,Net Die Een Vir My (Maia Hee),Male,Africa,genius
Jack Parow,Afrikaans Is Dood,Male,Africa,genius
Akon,Right Now (Na Na Na) Remix,Male,Africa,genius
Johnny Clegg,Congo,Male,Africa,genius
Idir,Afous,Male,Africa,genius
Chris Letcher,Bad Shepherd,Male,Africa,genius
Jack Parow,Hosh Tokolosh,Male,Africa,genius
Watkin Tudor Jones,You Talk Too Loud,Male,Africa,genius
Coenie De Villiers,Solly En Ma,Male,Africa,genius
Idir,Isefra,Male,Africa,genius
Chris Letcher,Lopsided,Male,Africa,genius
Akon,Fair To You,Male,Africa,genius
Akon,Bananza (Belly Dancer),Male,Africa,genius
Richard Bona,Sona Mama,Male,Africa,genius
Keziah Jones,Hello Heavenly,Male,Africa,genius
Hindi Zahra,The Blues,Female,Africa,genius
Johnny Clegg,Thamela - Die Son Trek Water,Male,Africa,genius
Nicholis Louw,Tussen Die Lakens Dans,Male,Africa,genius
Watkin Tudor Jones,Y Front,Male,Africa,genius
Chris Letcher,Sketch,Male,Africa,genius
Nicholis Louw,Scarborough Fair,Male,Africa,genius
Piet Botha,Jacob Klipkop,Male,Africa,genius
Zaho,Assassine,Female,Africa,genius
Lucky Dube,Crime And Corruption,Male,Africa,genius
Miriam Makeba,Baxabene Oxamu,Female,Africa,genius
Akon,U Got Me,Male,Africa,genius
Nicholis Louw,Ek Is Lus Vir Jou,Male,Africa,genius
Keziah Jones,Stabilah,Male,Africa,genius
DJ Fresh,Gold Dust,Male,Africa,genius
Piet Botha,Die Kind,Male,Africa,genius
Stef Bos,Droom,Male,Africa,genius
Karen Zoid,Beautiful,Female,Africa,genius
Stef Bos,Verstild In Steen,Male,Africa,genius
Akon,I Wanna Love You,Male,Africa,genius
Johnny Clegg,Faut Pas Baisser Les Bras,Male,Africa,genius
Nicholis Louw,Bly By My,Male,Africa,genius
Lucky Dube,On My Own,Male,Africa,genius
Akon,"Right Now (Na, Na, Na)",Male,Africa,genius
Stef Bos,Ginette,Male,Africa,genius
Coenie De Villiers,Hier By My,Male,Africa,genius
Akon,Shake Down,Male,Africa,genius
Akon,Lonely (Disney Radio Edit),Male,Africa,genius
Lebo M,The Lioness Hunt,Male,Africa,genius
Miriam Makeba,Ring Bell,Female,Africa,genius
Lokua Kanza,Just To Say I Love You,Male,Africa,genius
Chris Chameleon,Klein Klein Jakkalsies,Male,Africa,genius
Watkin Tudor Jones,Memoirs Of A Clone,Male,Africa,genius
Akon,Nosy Neighbor,Male,Africa,genius
Akon,Rush,Male,Africa,genius
Stef Bos,Niets Te Verliezen,Male,Africa,genius
Bok Van Blerk,Pa En Seun,Male,Africa,genius
Lira,Feel Good,Female,Africa,genius
Zain Bhikha,Forgive Me When I Whine,Male,Africa,genius
Adie,Beautiful Lord,Female,Africa,genius
Keziah Jones,Speech,Male,Africa,genius
Cheb Mami,Haoulou,Male,Africa,genius
Miriam Makeba,Ring Bell,Female,Africa,genius
Watkin Tudor Jones,Sun On My Face,Male,Africa,genius
Miriam Makeba,Nginani Na,Female,Africa,genius
Howard Carpendale,One More Dance In Blue,Male,Africa,genius
Cofield Mundi,Give It Up,Female,Africa,genius
Miriam Makeba,Sabelani,Female,Africa,genius
Baaba Maal,Baayo,Male,Africa,genius
Laurika Rauch,Sleep Tight Margaret,Female,Africa,genius
Salif Keita,Yamore,Male,Africa,genius
Miriam Makeba,Chove Chuva,Female,Africa,genius
Stef Bos,Papa,Male,Africa,genius
Bouwer Bosch,Jy En Ek Is Ons,Male,Africa,genius
Akon,Freedom,Male,Africa,genius
Howard Carpendale,Deine Spuren Im Sand,Male,Africa,genius
Lokua Kanza,Mutoto,Male,Africa,genius
Aleah,My Will,Female,Africa,genius
Bouwer Bosch,Hemelruim,Male,Africa,genius
Howard Carpendale,Wer Von Uns,Male,Africa,genius
Piet Botha,Van Tonder,Male,Africa,genius
Hindi Zahra,Un Jour,Female,Africa,genius
Hindi Zahra,Fascination,Female,Africa,genius
Richard Bona,Eyala,Male,Africa,genius
Akon,Rock,Male,Africa,genius
Stef Bos,Awuwa,Male,Africa,genius
Keziah Jones,Blue Is The Mind,Male,Africa,genius
Keziah Jones,Afrosurrealismfortheladies,Male,Africa,genius
DJ Fresh,Hot Right Now,Male,Africa,genius
Stef Bos,Twee Mannen Zo Stil,Male,Africa,genius
Stef Bos,Mamira Fenna,Male,Africa,genius
Nicholis Louw,Geen Probleem,Male,Africa,genius
Johnny Clegg,Utshani Obulele (Zulu Version),Male,Africa,genius
Cofield Mundi,Blueboy,Female,Africa,genius
Hindi Zahra,Imik Si Mik,Female,Africa,genius
Stef Bos,Serekunde,Male,Africa,genius
Lucky Dube,Teach The World,Male,Africa,genius
Johnny Clegg,Africa (What Made You So Strong),Male,Africa,genius
Akon,I Love The Way She Moves,Male,Africa,genius
William Onyeabor,Love Is Blind,Male,Africa,genius
Keziah Jones,All Praises,Male,Africa,genius
Stef Bos,Het Zegt Genoeg,Male,Africa,genius
Nicholis Louw,I Go Crazy Over You,Male,Africa,genius
Lucky Dube,Reggae Strong,Male,Africa,genius
Stef Bos,De Ware Liefde,Male,Africa,genius
Stef Bos,Dun Ijs,Male,Africa,genius
Yoav,Sometimes,Male,Africa,genius
Cheb Mami,Parisien Du Nord,Male,Africa,genius
Francois Van Coke,Toe Vind Ek Jou,Male,Africa,genius
Lira,Dance Of Life,Female,Africa,genius
Lucky Dube,Feel Irie,Male,Africa,genius
Hindi Zahra,Any Story,Female,Africa,genius
Keziah Jones,Beautiful Emilie,Male,Africa,genius
Lucky Dube,Sins Of The Flesh,Male,Africa,genius
Howard Carpendale,Mit Dir Verschwend Ich Meine Zeit,Male,Africa,genius
Akon,Smack That (Remix),Male,Africa,genius
Johnny Clegg,Utshani Obulele,Male,Africa,genius
Miriam Makeba,Where Does It Lead,Female,Africa,genius
Keziah Jones,Phased,Male,Africa,genius
Idir,Tizi Ouzou,Male,Africa,genius
Howard Carpendale,Hello Again,Male,Africa,genius
Yoav,There Is Nobody,Male,Africa,genius
Keziah Jones,African Space Craft,Male,Africa,genius
Idir,Isefra,Male,Africa,genius
Lucky Dube,Man In The City,Male,Africa,genius
Bouwer Bosch,Net Jy,Male,Africa,genius
Juanita Du Plessis,Miskien,Female,Africa,genius
Nicholis Louw,Diamante,Male,Africa,genius
Stef Bos,Arme Schapen,Male,Africa,genius
Watkin Tudor Jones,Max Normal,Male,Africa,genius
Danny Williams,Moon River,Male,Africa,genius
Jack Parow,Afrikaans Is Dood,Male,Africa,genius
Stef Bos,De Dag Zal Komen,Male,Africa,genius
Stef Bos,Ik Geloof In Jou,Male,Africa,genius
Lira,Ixesha,Female,Africa,genius
Akon,Boomerang,Male,Africa,genius
Stef Bos,Vuur,Male,Africa,genius
Nicholis Louw,Sit Die Lig Aan,Male,Africa,genius
Stef Bos,Kroniek Van Een Dorp,Male,Africa,genius
